,Participant,elab.decay,elab.temp,elab.ter,elab.LL,med.decay,med.temp,med.ter,med.LL,best.model,diff.LL
0,1001.0,1.9999999979470209,0.5698103783236192,1.9999876850420801,-285.99645575893896,1.9999999979470209,0.49684978760292675,1.9999876850420801,-246.76688184170763,Mediator,39.229573917231335
1,1002.0,1.9999999979470209,0.5987302859611087,1.9999876850420801,-290.0967654103383,1.9999999979470209,0.5344827392658233,1.9999876850420801,-253.8261386103103,Mediator,36.270626800028026
2,1003.0,1.9999999979470209,0.5807883479042261,1.9999876850420801,-286.727649800978,1.9999999979470209,0.5056145643867456,1.9999876850420801,-246.97141611125568,Mediator,39.75623368972231
3,1004.0,1.9999999979470209,0.6745224004084405,1.9999876850420801,-308.8277497099029,1.9999999979470209,0.5516216536732224,1.9999876850420801,-263.5608300495622,Mediator,45.266919660340704
4,1005.0,1.9999999979470209,0.49623814818082485,1.9999876850420801,-256.3994685816025,1.9999999979470209,0.46114415791555374,1.9999876850420801,-223.72852324420305,Mediator,32.670945337399445
5,1006.0,1.9999999979470209,0.56091222249662,1.9999876850420801,-279.4697398732115,1.9999999979470209,0.5124846403483663,1.9999876850420801,-245.9157703746014,Mediator,33.55396949861009
6,1007.0,1.9999999979470209,0.5417455604954002,1.9999876850420801,-272.8887695002364,1.9999999979470209,0.4879616475884087,1.9999876850420801,-236.35406264835393,Mediator,36.53470685188245
7,1008.0,0.4173202104539735,0.4780097599069018,0.1280674574654787,-231.9616881709576,1.9999999979470209,0.48072174657284067,1.9999876850420801,-241.93970607092493,Elaborative,-9.978017899967341
8,1009.0,1.9999999979470209,0.4748097858254351,1.9999876850420801,-252.5463537182475,1.9999999979470209,0.45471264166700687,1.9999876850420801,-224.9165201922456,Mediator,27.629833526001903
9,1010.0,1.9999999979470209,0.46263969477659556,1.9999876850420801,-242.06300485579027,1.9999999979470209,0.4491412818630007,1.9999876850420801,-216.30459650485358,Mediator,25.75840835093669
10,1011.0,1.9999999979470209,0.6125386889291506,1.9999876850420801,-292.7821246044484,1.9999999979470209,0.5269128701974275,1.9999876850420801,-251.38836564380466,Mediator,41.393758960643765
11,1012.0,1.9999999979470209,0.59803351476908,1.9999876850420801,-293.08512014190717,1.9999999979470209,0.5212641573721808,1.9999876850420801,-254.30916675803118,Mediator,38.775953383875986
12,1013.0,1.9999999979470209,0.5681880391810036,1.9999876850420801,-283.08887127622467,1.9999999979470209,0.5265872767436363,1.9999876850420801,-251.82816221418275,Mediator,31.26070906204191
13,1014.0,1.9999999979470209,0.5718154928983803,1.9999876850420801,-285.35970103795694,1.9999999979470209,0.5143186604640823,1.9999876850420801,-250.26640572831758,Mediator,35.09329530963936
14,1015.0,0.18285530327170638,0.35251024278179177,0.11806412424614325,-282.7214586673459,1.9999999979470209,0.6333882746713753,1.9999876850420801,-285.02402746774294,Elaborative,-2.3025688003970117
15,1016.0,1.9999999979470209,0.5282283092494001,1.9999876850420801,-274.5452283944198,1.9999999979470209,0.4743927536591753,1.9999876850420801,-238.70489668243266,Mediator,35.84033171198712
16,1017.0,1.9999999979470209,0.5836649326209993,1.9999876850420801,-289.49410030247867,1.9999999979470209,0.5087349706773973,1.9999876850420801,-250.3390575067587,Mediator,39.155042795719964
17,1018.0,1.9999999979470209,0.5093193042349057,1.9999876850420801,-261.26832380455284,1.9999999979470209,0.47333113745314825,1.9999876850420801,-229.00814988871753,Mediator,32.26017391583531
18,1019.0,1.9999999979470209,0.6542091511705327,1.9999876850420801,-303.28037513692925,1.9999999979470209,0.5382175407442615,1.9999876850420801,-257.30321093764024,Mediator,45.97716419928901
19,1020.0,1.9999999979470209,0.4681555555583702,1.9999876850420801,-246.21677839590112,1.9999999979470209,0.4559365667862984,1.9999876850420801,-220.99840857464693,Mediator,25.218369821254186
20,1021.0,1.9999999979470209,0.5986259543053667,1.9999876850420801,-291.56680118640077,1.9999999979470209,0.5499422892530196,1.9999876850420801,-259.8048809616605,Mediator,31.761920224740265
21,1022.0,1.9999999979470209,0.5667714240592674,1.9999876850420801,-284.02729352652807,1.9999999979470209,0.5316871614173734,1.9999876850420801,-254.64739220907052,Mediator,29.379901317457552
22,1023.0,1.9999999979470209,0.5658673079022717,1.9999876850420801,-281.3202875665624,1.9999999979470209,0.5190293965976174,1.9999876850420801,-248.3519126464934,Mediator,32.96837492006901
23,1024.0,1.9999999979470209,0.534751788446541,1.9999876850420801,-269.47588130039844,1.9999999979470209,0.5011451054462098,1.9999876850420801,-239.02518936576496,Mediator,30.450691934633483
24,1025.0,1.9999999979470209,0.5013540390097668,1.9999876850420801,-260.98271673795745,1.9999999979470209,0.4526591852382606,1.9999876850420801,-224.18287904944924,Mediator,36.799837688508205
25,1026.0,1.9999999979470209,0.508173276034506,1.9999876850420801,-263.85063832356474,1.9999999979470209,0.4738051715043764,1.9999876850420801,-232.2807738866924,Mediator,31.569864436872336
26,1028.0,1.9999999979470209,0.48086540053987403,1.9999876850420801,-252.25781820282862,1.9999999979470209,0.45328433524805717,1.9999876850420801,-221.99370296333677,Mediator,30.264115239491844
27,1029.0,1.9999999979470209,0.6361114621043436,1.9999876850420801,-300.2405745541925,1.9999999979470209,0.5316366517886737,1.9999876850420801,-256.1795509969864,Mediator,44.06102355720611
28,1031.0,1.9999999979470209,0.48362980942694705,1.9999876850420801,-254.75616717582895,1.9999999979470209,0.46282313932249575,1.9999876850420801,-227.13920075449192,Mediator,27.616966421337025
