"","participant","cue","phase","condition","target","response","rt","correct","Column1","Column2","pred_correct"
"670",1025,"EMPIRE","test","error","STATE","KINGDOM",7486,0,NA,"",0.774360224808887
"671",1025,"LATIN","test","error","FRENCH","FRENCH",3502,1,NA,"",0.774360224808887
"672",1025,"DIAMETER","test","error","LENGTH","LENGTH",4126,1,NA,"",0.774360224808887
"673",1025,"HONEYMOON","test","error","ROMANCE","ROMANCE",4126,1,NA,"",0.774360224808887
"674",1025,"ROBIN","test","error","RED","RED",2559,1,NA,"",0.774360224808887
"675",1025,"ELEVATOR","test","error","BUILDING","UP",4975,0,NA,"",0.774360224808887
"676",1025,"DRACULA","test","error","SCARY","SCARY",3150,1,NA,"",0.774360224808887
"677",1025,"FUGITIVE","test","error","RUN","ENEMY",8126,0,NA,"",0.774360224808887
"678",1025,"PARCEL","test","error","BOX"," BOX",3898,1,NA,"change 2>1 bc space infront of correct",0.774360224808887
"679",1025,"LAUNDRY","test","error","SOAP","SOAP",3774,1,NA,"",0.774360224808887
"680",1025,"SAIL","test","error","OCEAN","OCEAN",3727,1,NA,"",0.774360224808887
"681",1025,"STERN","test","error","BOAT","BOAT",3263,1,NA,"",0.774360224808887
"682",1025,"SAFARI","test","error","DESERT","DESERT",3614,1,NA,"",0.774360224808887
"683",1025,"CHUNK","test","error","BLOCK","BLOCK",4622,1,NA,"",0.774360224808887
"684",1025,"ORDER","test","error","FORM","FORM",2766,1,NA,"",0.774360224808887
"685",1025,"PRESCRIPTION","test","error","PILL","PILLS",5663,1,NA,"change 2>1 bc plural",0.774360224808887
"686",1025,"GLIDE","test","error","HANG","HANG",2863,1,NA,"",0.774360224808887
"687",1025,"EYES","test","error","COLOR","COLOR",3646,1,NA,"",0.774360224808887
"688",1025,"SIDE","test","error","ORDER","SHOW",5310,0,NA,"",0.774360224808887
"689",1025,"CANYON","test","error","MOUNTAIN","MOUNTAIN",5247,1,NA,"",0.774360224808887
"690",1025,"WELL","test","error","DONE","DONE",5342,1,NA,"",0.774360224808887
"691",1026,"INTRODUCE","test","error","PRESENT","GREET",2814,0,NA,"",0.747612036734785
"692",1026,"SAIL","test","error","OCEAN","WIND",9037,0,NA,"",0.747612036734785
"693",1026,"CHIMNEY","test","error","BRICK","ROOF",3166,0,NA,"",0.747612036734785
"694",1026,"LATIN","test","error","FRENCH","GREEK",10205,0,NA,"",0.747612036734785
"695",1026,"EMPIRE","test","error","STATE","STATE",2510,1,NA,"",0.747612036734785
"696",1026,"ELEVATOR","test","error","BUILDING","BUILDING",4941,1,NA,"",0.747612036734785
"697",1026,"DIAMETER","test","error","LENGTH","LENGTH",7390,1,NA,"",0.747612036734785
"698",1026,"DRACULA","test","error","SCARY","SCARY",3118,1,NA,"",0.747612036734785
"699",1026,"SAFARI","test","error","DESERT","DESERT",8414,1,NA,"",0.747612036734785
"700",1026,"COURAGEOUS","test","error","LION","LION",3518,1,NA,"",0.747612036734785
"701",1026,"GLIDE","test","error","HANG","SMOOTH",12206,0,NA,"",0.747612036734785
"702",1026,"SWING","test","error","TREE","TREE",2606,1,NA,"",0.747612036734785
"703",1026,"WELL","test","error","DONE","GOOD",12302,0,NA,"",0.747612036734785
"704",1026,"PRESCRIPTION","test","error","PILL","PILLS",3805,1,NA,"change 2>1 bc plural",0.747612036734785
"705",1026,"CANYON","test","error","MOUNTAIN","MOUNTAIN",3518,1,NA,"",0.747612036734785
"706",1026,"HONEYMOON","test","error","ROMANCE","ROMANCE",3374,1,NA,"",0.747612036734785
"707",1026,"CRUNCH","test","error","NOISE","NOISE",3278,1,NA,"",0.747612036734785
"708",1026,"ORDER","test","error","FORM","FORM",4302,1,NA,"",0.747612036734785
"709",1026,"FUGITIVE","test","error","RUN"," RUN",6107,1,NA,"change 2>1 bc space infront of correct",0.747612036734785
"710",1026,"LAUNDRY","test","error","SOAP","SOAP",2270,1,NA,"",0.747612036734785
"711",1026,"TEA","test","error","LEAVES","LEAVES",4876,1,NA,"",0.747612036734785
"712",1026,"EYES","test","error","COLOR","COLOR",2526,1,NA,"",0.747612036734785
"713",1026,"MEASUREMENT","test","error","HEIGHT","HEIGHT",5358,1,NA,"",0.747612036734785
"714",1026,"SIDE","test","error","ORDER","ORDER",3309,1,NA,"",0.747612036734785
"715",1026,"DANCER","test","error","MUSIC","MUSIC",4254,1,NA,"",0.747612036734785
"716",1026,"STERN","test","error","BOAT","BOAT",8414,1,NA,"",0.747612036734785
"717",1026,"CHUNK","test","error","BLOCK","CORNER",6254,0,NA,"",0.747612036734785
"718",1028,"SIDE","test","error","ORDER","FRONT",5806,0,NA,"",0.783479310029641
"719",1028,"CRUNCH","test","error","NOISE","NOISE",5357,1,NA,"",0.783479310029641
"720",1028,"PRESCRIPTION","test","error","PILL","PILL",2334,1,NA,"",0.783479310029641
"721",1028,"FUGITIVE","test","error","RUN","CRIME",14158,0,NA,"",0.783479310029641
"722",1028,"ORDER","test","error","FORM","NUMBER",9950,0,NA,"",0.783479310029641
"723",1028,"MEASUREMENT","test","error","HEIGHT","PIECE",11374,0,NA,"",0.783479310029641
"724",1028,"HONEYMOON","test","error","ROMANCE","ROMANCE",3662,1,NA,"",0.783479310029641
"725",1028,"ELEVATOR","test","error","BUILDING","BUILDING",3374,1,NA,"",0.783479310029641
"726",1028,"LAUNDRY","test","error","SOAP","ROOM",11902,0,NA,"",0.783479310029641
"727",1028,"SAIL","test","error","OCEAN","BOAT",10607,0,NA,"",0.783479310029641
"728",1028,"COURAGEOUS","test","error","LION","LION",2062,1,NA,"",0.783479310029641
"729",1028,"DRACULA","test","error","SCARY","SCARY",7486,1,NA,"",0.783479310029641
"730",1028,"EYES","test","error","COLOR","COLOR",2014,1,NA,"",0.783479310029641
"731",1028,"PARCEL","test","error","BOX","BOX",3470,1,NA,"",0.783479310029641
"732",1028,"DIAMETER","test","error","LENGTH","LENGTH",3598,1,NA,"",0.783479310029641
"733",1028,"TEA","test","error","LEAVES","COFFEE",8269,0,NA,"",0.783479310029641
"734",1028,"INTRODUCE","test","error","PRESENT","PRESENT",8797,1,NA,"",0.783479310029641
"735",1028,"SWING","test","error","TREE","TREE",2542,1,NA,"",0.783479310029641
"736",1028,"ROBIN","test","error","RED","RED",1485,1,NA,"",0.783479310029641
"737",1028,"GLIDE","test","error","HANG","HANG",3197,1,NA,"",0.783479310029641
"738",1028,"STERN","test","error","BOAT","BOAT",5614,1,NA,"",0.783479310029641
"739",1028,"SAFARI","test","error","DESERT","DESERT",4382,1,NA,"",0.783479310029641
"740",1028,"CANYON","test","error","MOUNTAIN","MOUNTAIN",2990,1,NA,"",0.783479310029641
"741",1028,"CHIMNEY","test","error","BRICK","TOP",6430,0,NA,"",0.783479310029641
"742",1028,"CHUNK","test","error","BLOCK","BLOCK",4174,1,NA,"",0.783479310029641
"743",1028,"WELL","test","error","DONE","DONE",7182,1,NA,"",0.783479310029641
"744",1028,"LATIN","test","error","FRENCH","FRENCH",3022,1,NA,"",0.783479310029641
"745",1029,"STERN","test","error","BOAT","BOAT",2479,1,NA,"",0.805398605327055
"746",1029,"EMPIRE","test","error","STATE","STATE",2558,1,NA,"",0.805398605327055
"747",1029,"DANCER","test","error","MUSIC","MUSIC",2686,1,NA,"",0.805398605327055
"748",1029,"WELL","test","error","DONE","",2318,0,NA,"",0.805398605327055
"749",1029,"EYES","test","error","COLOR","color",2510,1,NA,"change 2>1 bc caps",0.805398605327055
"750",1029,"PORTRAY","test","error","SHOW","SHOW",3390,1,NA,"",0.805398605327055
"751",1029,"SIDE","test","error","ORDER","order",5630,1,NA,"change 2>1 bc caps",0.805398605327055
"752",1029,"FUGITIVE","test","error","RUN","RUN",4063,1,NA,"",0.805398605327055
"753",1029,"LAUNDRY","test","error","SOAP","SOAP",4399,1,NA,"",0.805398605327055
"754",1029,"MEASUREMENT","test","error","HEIGHT","",10734,0,NA,"",0.805398605327055
"755",1029,"DIAMETER","test","error","LENGTH","LENGTH",4175,1,NA,"",0.805398605327055
"756",1029,"SAIL","test","error","OCEAN","ocean",5647,1,NA,"change 2>1 bc caps",0.805398605327055
"757",1029,"PARCEL","test","error","BOX","BOX",5710,1,NA,"",0.805398605327055
"758",1029,"ORDER","test","error","FORM","side",8959,0,NA,"",0.805398605327055
"759",1029,"HONEYMOON","test","error","ROMANCE","ROMANCE",3583,1,NA,"",0.805398605327055
"760",1029,"LATIN","test","error","FRENCH","french",4175,1,NA,"change 2>1 bc caps",0.805398605327055
"761",1029,"ELEVATOR","test","error","BUILDING"," building",5306,1,NA,"change 2>1 bc space before correct and caps",0.805398605327055
"762",1029,"PRESCRIPTION","test","error","PILL","pill",3007,1,NA,"change 2>1 bc caps",0.805398605327055
"763",1029,"ROBIN","test","error","RED","RED",2094,1,NA,"",0.805398605327055
"764",1029,"TEA","test","error","LEAVES","leaves",3151,1,NA,"change 2>1 bc caps",0.805398605327055
"765",1029,"INTRODUCE","test","error","PRESENT","PRESENT",3999,1,NA,"",0.805398605327055
"766",1029,"CANYON","test","error","MOUNTAIN","MOUNTAIN",5198,1,NA,"",0.805398605327055
"767",1029,"DRACULA","test","error","SCARY","scary",3151,1,NA,"change 2>1 bc caps",0.805398605327055
"768",1029,"SWING","test","error","TREE","tree",2158,1,NA,"change 2>1 bc caps",0.805398605327055
"769",1029,"CHUNK","test","error","BLOCK","block",4207,1,NA,"change 2>1 bc caps",0.805398605327055
"770",1029,"COURAGEOUS","test","error","LION","LION",3023,1,NA,"",0.805398605327055
"771",1029,"CHIMNEY","test","error","BRICK","brick",3390,1,NA,"change 2>1 bc caps",0.805398605327055
"772",1029,"SAFARI","test","error","DESERT","desert",5119,1,NA,"change 2>1 bc caps",0.805398605327055
"773",1029,"GLIDE","test","error","HANG","HANG",2975,1,NA,"",0.805398605327055
"774",1031,"DRACULA","test","error","SCARY","SCARY",3487,1,NA,"",0.783479310029641
"775",1031,"PRESCRIPTION","test","error","PILL","DRUG",9278,0,NA,"",0.783479310029641
"776",1031,"INTRODUCE","test","error","PRESENT","PRESENT",5518,1,NA,"",0.783479310029641
"777",1031,"ELEVATOR","test","error","BUILDING","FLOOR",11918,0,NA,"",0.783479310029641
"778",1031,"STERN","test","error","BOAT","BOAT",3246,1,NA,"",0.783479310029641
"779",1031,"PARCEL","test","error","BOX"," BOX",4665,1,NA,"change 2>1 bc space infront of correct",0.783479310029641
"780",1031,"SAFARI","test","error","DESERT","DESERT",6430,1,NA,"",0.783479310029641
"781",1031,"SWING","test","error","TREE","TREE",2542,1,NA,"",0.783479310029641
"782",1031,"WELL","test","error","DONE","DONE",2239,1,NA,"",0.783479310029641
"783",1031,"PORTRAY","test","error","SHOW","VIEW",3822,0,NA,"",0.783479310029641
"784",1031,"SAIL","test","error","OCEAN","BOAT",8574,0,NA,"",0.783479310029641
"785",1031,"LAUNDRY","test","error","SOAP","SOAP",3646,1,NA,"",0.783479310029641
"786",1031,"CHIMNEY","test","error","BRICK","BRICK",4751,1,NA,"",0.783479310029641
"787",1031,"CHUNK","test","error","BLOCK","BLOCK",4974,1,NA,"",0.783479310029641
"788",1031,"DANCER","test","error","MUSIC","MUSIC",2830,1,NA,"",0.783479310029641
"789",1031,"MEASUREMENT","test","error","HEIGHT","LENGTH",12975,0,NA,"",0.783479310029641
"790",1031,"GLIDE","test","error","HANG","SLIDE",10975,0,NA,"",0.783479310029641
"791",1031,"COURAGEOUS","test","error","LION","LION",8127,1,NA,"",0.783479310029641
"792",1031,"ROBIN","test","error","RED","RED",1551,1,NA,"",0.783479310029641
"793",1031,"DIAMETER","test","error","LENGTH","LENGTH",4926,1,NA,"",0.783479310029641
"794",1031,"CRUNCH","test","error","NOISE","NOISE",2734,1,NA,"",0.783479310029641
"795",1031,"LATIN","test","error","FRENCH","FRENCH",6430,1,NA,"",0.783479310029641
"796",1031,"ORDER","test","error","FORM","FORM",2095,1,NA,"",0.783479310029641
"797",1031,"EYES","test","error","COLOR","COLOR",5262,1,NA,"",0.783479310029641
"798",1031,"EMPIRE","test","error","STATE","STATE",1647,1,NA,"",0.783479310029641
"799",1031,"TEA","test","error","LEAVES","LEAVES",8879,1,NA,"",0.783479310029641
"800",1031,"FUGITIVE","test","error","RUN","RUN",3118,1,NA,"",0.783479310029641
"801",1032,"PORTRAY","test","error","SHOW","ocean",4766,0,NA,"",0.610570291785847
"802",1032,"HONEYMOON","test","error","ROMANCE","ocean",5054,0,NA,"",0.610570291785847
"803",1032,"CANYON","test","error","MOUNTAIN","mountain",4814,1,NA,"change 2>1 bc caps",0.610570291785847
"804",1032,"GLIDE","test","error","HANG","",1390,0,NA,"",0.610570291785847
"805",1032,"ROBIN","test","error","RED","red",2030,1,NA,"change 2>1 bc caps",0.610570291785847
"806",1032,"CRUNCH","test","error","NOISE","cookie",5086,0,NA,"",0.610570291785847
"807",1032,"PARCEL","test","error","BOX","beach",3438,0,NA,"",0.610570291785847
"808",1032,"STERN","test","error","BOAT","",1710,0,NA,"",0.610570291785847
"809",1032,"ORDER","test","error","FORM","form",2846,1,NA,"change 2>1 bc caps",0.610570291785847
"810",1032,"EYES","test","error","COLOR"," color",5019,1,NA,"change 2>1 bc space in front and caps",0.610570291785847
"811",1032,"MEASUREMENT","test","error","HEIGHT","height",3310,1,NA,"change 2>1 bc caps",0.610570291785847
"812",1032,"TEA","test","error","LEAVES","leaves",6526,1,NA,"change 2>1 bc caps",0.610570291785847
"813",1032,"CHUNK","test","error","BLOCK","",3614,0,NA,"",0.610570291785847
"814",1032,"INTRODUCE","test","error","PRESENT","present",3806,1,NA,"change 2>1 bc caps",0.610570291785847
"815",1032,"DIAMETER","test","error","LENGTH","length",3102,1,NA,"change 2>1 bc caps",0.610570291785847
"816",1032,"SAIL","test","error","OCEAN","ocean",2798,1,NA,"change 2>1 bc caps",0.610570291785847
"817",1032,"LAUNDRY","test","error","SOAP","soap",3358,1,NA,"change 2>1 bc caps",0.610570291785847
"818",1032,"COURAGEOUS","test","error","LION","brave",3133,0,NA,"",0.610570291785847
"819",1032,"DANCER","test","error","MUSIC","show",2894,0,NA,"",0.610570291785847
"820",1032,"WELL","test","error","DONE","done",3870,1,NA,"change 2>1 bc caps",0.610570291785847
"821",1032,"DRACULA","test","error","SCARY","scary",5694,1,NA,"change 2>1 bc caps",0.610570291785847
"822",1032,"SWING","test","error","TREE","tree",3662,1,NA,"change 2>1 bc caps",0.610570291785847
"823",1032,"PRESCRIPTION","test","error","PILL","pill",3390,1,NA,"change 2>1 bc caps",0.610570291785847
"824",1032,"CHIMNEY","test","error","BRICK","body",3822,0,NA,"",0.610570291785847
"825",1032,"ELEVATOR","test","error","BUILDING","building",4222,1,NA,"change 2>1 bc caps",0.610570291785847
"826",1032,"SIDE","test","error","ORDER","",3310,0,NA,"",0.610570291785847
"827",1032,"LATIN","test","error","FRENCH","freach",3662,1,NA,"change 2>1 bc caps and typo",0.610570291785847
"828",1032,"FUGITIVE","test","error","RUN","",2077,0,NA,"",0.610570291785847
"829",1033,"ELEVATOR","test","error","BUILDING","BUILDING",6046,1,NA,"",0.628969834696925
"830",1033,"ORDER","test","error","FORM","SIDE",8894,0,NA,"",0.628969834696925
"831",1033,"INTRODUCE","test","error","PRESENT","BEGIN",3951,0,NA,"",0.628969834696925
"832",1033,"LATIN","test","error","FRENCH","FRENCH",3742,1,NA,"",0.628969834696925
"833",1033,"PRESCRIPTION","test","error","PILL"," PILL    ",12569,1,NA,"change 2>1 bc space infront of correct",0.628969834696925
"834",1033,"TEA","test","error","LEAVES","LEAVES",3343,1,NA,"",0.628969834696925
"835",1033,"PORTRAY","test","error","SHOW","SHOW",4254,1,NA,"",0.628969834696925
"836",1033,"DANCER","test","error","MUSIC","MUSIC",2751,1,NA,"",0.628969834696925
"837",1033,"SWING","test","error","TREE","TREE",2463,1,NA,"",0.628969834696925
"838",1033,"LAUNDRY","test","error","SOAP","WASHER",9503,0,NA,"",0.628969834696925
"839",1033,"COURAGEOUS","test","error","LION","LION",5583,1,NA,"",0.628969834696925
"840",1033,"SAIL","test","error","OCEAN","OCEAN",3614,1,NA,"",0.628969834696925
"841",1033,"CHIMNEY","test","error","BRICK","SCARY",6463,0,NA,"",0.628969834696925
"842",1033,"FUGITIVE","test","error","RUN","LARGE",5054,0,NA,"",0.628969834696925
"843",1033,"EMPIRE","test","error","STATE","STATE",5566,1,NA,"",0.628969834696925
"844",1033,"HONEYMOON","test","error","ROMANCE","LOVE",10415,0,NA,"",0.628969834696925
"845",1033,"DIAMETER","test","error","LENGTH","LENGHTH",4863,1,NA,"change 2>1 bc typo",0.628969834696925
"846",1033,"SIDE","test","error","ORDER","ORDER",5615,1,NA,"",0.628969834696925
"847",1033,"CHUNK","test","error","BLOCK","BLOCK",2719,1,NA,"",0.628969834696925
"848",1033,"WELL","test","error","DONE","BEING",2479,0,NA,"",0.628969834696925
"849",1033,"ROBIN","test","error","RED","RED",2735,1,NA,"",0.628969834696925
"850",1033,"EYES","test","error","COLOR","COLOR",3487,1,NA,"",0.628969834696925
"851",1033,"CRUNCH","test","error","NOISE","SCARY",3599,0,NA,"",0.628969834696925
"852",1033,"DRACULA","test","error","SCARY","SKETCH",14511,0,NA,"",0.628969834696925
"853",1033,"MEASUREMENT","test","error","HEIGHT","INSTRUMENT",12863,0,NA,"",0.628969834696925
"854",1033,"PARCEL","test","error","BOX","BOX",3071,1,NA,"",0.628969834696925
"855",1035,"ROBIN","test","error","RED","RED",2206,1,NA,"",0.819199308163596
"856",1035,"STERN","test","error","BOAT","BOAT",4942,1,NA,"",0.819199308163596
"857",1035,"DIAMETER","test","error","LENGTH","LENGTH",2558,1,NA,"",0.819199308163596
"858",1035,"TEA","test","error","LEAVES","LEAVES",2558,1,NA,"",0.819199308163596
"859",1035,"ELEVATOR","test","error","BUILDING","BUILDING",12637,1,NA,"",0.819199308163596
"860",1035,"SAIL","test","error","OCEAN","OCEAN",3790,1,NA,"",0.819199308163596
"861",1035,"CHIMNEY","test","error","BRICK","BRICK",3694,1,NA,"",0.819199308163596
"862",1035,"INTRODUCE","test","error","PRESENT","PRESENT",2991,1,NA,"",0.819199308163596
"863",1035,"MEASUREMENT","test","error","HEIGHT","LENGTH",5246,0,NA,"",0.819199308163596
"864",1035,"EMPIRE","test","error","STATE","STATE",1614,1,NA,"",0.819199308163596
"865",1035,"CHUNK","test","error","BLOCK","BLOCK",8382,1,NA,"",0.819199308163596
"866",1035,"HONEYMOON","test","error","ROMANCE","ROMANCE",2766,1,NA,"",0.819199308163596
"867",1035,"SAFARI","test","error","DESERT","DESERT",2990,1,NA,"",0.819199308163596
"868",1035,"DANCER","test","error","MUSIC","MUSIC",3454,1,NA,"",0.819199308163596
"869",1035,"LAUNDRY","test","error","SOAP","SOAP",6558,1,NA,"",0.819199308163596
"870",1035,"CRUNCH","test","error","NOISE","SOUND",14062,0,NA,"",0.819199308163596
"871",1035,"PORTRAY","test","error","SHOW","PRESENT",8717,0,NA,"",0.819199308163596
"872",1035,"PRESCRIPTION","test","error","PILL","PILLS",3486,1,NA,"change 2>1 bc plural",0.819199308163596
"873",1035,"GLIDE","test","error","HANG","TREE",12574,0,NA,"",0.819199308163596
"874",1035,"LATIN","test","error","FRENCH","FRENCH",3118,1,NA,"",0.819199308163596
"875",1035,"PARCEL","test","error","BOX","BOX",9918,1,NA,"",0.819199308163596
"876",1035,"CANYON","test","error","MOUNTAIN","MOUNTAIN",7565,1,NA,"",0.819199308163596
"877",1035,"DRACULA","test","error","SCARY","SCARY",3166,1,NA,"",0.819199308163596
"878",1035,"SIDE","test","error","ORDER","DOWN",7101,0,NA,"",0.819199308163596
"879",1035,"FUGITIVE","test","error","RUN","RUN",6334,1,NA,"",0.819199308163596
"880",1035,"EYES","test","error","COLOR","COLOR",2766,1,NA,"",0.819199308163596
"881",1035,"SWING","test","error","TREE","TREE",3486,1,NA,"",0.819199308163596
"882",1036,"CANYON","test","error","MOUNTAIN","MOUNTAIN",6063,1,NA,"",0.768830403627115
"883",1036,"LATIN","test","error","FRENCH","FRENCH",4062,1,NA,"",0.768830403627115
"884",1036,"SIDE","test","error","ORDER","ORDER",8943,1,NA,"",0.768830403627115
"885",1036,"MEASUREMENT","test","error","HEIGHT","HEIGHT",6047,1,NA,"",0.768830403627115
"886",1036,"DANCER","test","error","MUSIC","MUSIC",3982,1,NA,"",0.768830403627115
"887",1036,"ROBIN","test","error","RED","RED",2239,1,NA,"",0.768830403627115
"888",1036,"CHUNK","test","error","BLOCK","BLOCK",3487,1,NA,"",0.768830403627115
"889",1036,"DIAMETER","test","error","LENGTH","LENGTH",3231,1,NA,"",0.768830403627115
"890",1036,"FUGITIVE","test","error","RUN","RUN",1919,1,NA,"",0.768830403627115
"891",1036,"INTRODUCE","test","error","PRESENT","CLASSMATE",8575,0,NA,"",0.768830403627115
"892",1036,"WELL","test","error","DONE","FINE",13967,0,NA,"",0.768830403627115
"893",1036,"PRESCRIPTION","test","error","PILL","PILL",2031,1,NA,"",0.768830403627115
"894",1036,"EYES","test","error","COLOR","COLOR",2431,1,NA,"",0.768830403627115
"895",1036,"HONEYMOON","test","error","ROMANCE","ROMANCE",3710,1,NA,"",0.768830403627115
"896",1036,"ELEVATOR","test","error","BUILDING","BUILDING",3007,1,NA,"",0.768830403627115
"897",1036,"LAUNDRY","test","error","SOAP","SOAP",1902,1,NA,"",0.768830403627115
"898",1036,"COURAGEOUS","test","error","LION","LION",2782,1,NA,"",0.768830403627115
"899",1036,"GLIDE","test","error","HANG","HANG",2094,1,NA,"",0.768830403627115
"900",1036,"ORDER","test","error","FORM","MENU",4815,0,NA,"",0.768830403627115
"901",1036,"SAFARI","test","error","DESERT","DESERT",3086,1,NA,"",0.768830403627115
"902",1036,"TEA","test","error","LEAVES","LEAVES",2511,1,NA,"",0.768830403627115
"903",1036,"DRACULA","test","error","SCARY","SCARY",3135,1,NA,"",0.768830403627115
"904",1036,"SWING","test","error","TREE","SET",4079,0,NA,"",0.768830403627115
"905",1036,"PARCEL","test","error","BOX","BOX",3582,1,NA,"",0.768830403627115
"906",1036,"CHIMNEY","test","error","BRICK","BRICK",2143,1,NA,"",0.768830403627115
"907",1036,"STERN","test","error","BOAT","BOAT",4719,1,NA,"",0.768830403627115
"908",1036,"CRUNCH","test","error","NOISE","NOISE",2879,1,NA,"",0.768830403627115
"909",1036,"SAIL","test","error","OCEAN","OCEAN",4095,1,NA,"",0.768830403627115
"910",1037,"DIAMETER","test","error","LENGTH","LENGTH",13982,1,NA,"",0.820230793395356
"911",1037,"STERN","test","error","BOAT","BOAT",2431,1,NA,"",0.820230793395356
"912",1037,"EYES","test","error","COLOR","COLOR",6174,1,NA,"",0.820230793395356
"913",1037,"SAFARI","test","error","DESERT","DESERT",6351,1,NA,"",0.820230793395356
"914",1037,"SIDE","test","error","ORDER","ORDER",3711,1,NA,"",0.820230793395356
"915",1037,"COURAGEOUS","test","error","LION","LION",2431,1,NA,"",0.820230793395356
"916",1037,"PARCEL","test","error","BOX","BOX",1982,1,NA,"",0.820230793395356
"917",1037,"LAUNDRY","test","error","SOAP","ROOM",9903,0,NA,"",0.820230793395356
"918",1037,"TEA","test","error","LEAVES","LEAVES",3134,1,NA,"",0.820230793395356
"919",1037,"ELEVATOR","test","error","BUILDING","BUILDING",3886,1,NA,"",0.820230793395356
"920",1037,"ORDER","test","error","FORM","SIDE",4079,0,NA,"",0.820230793395356
"921",1037,"CHIMNEY","test","error","BRICK","BRICK",2686,1,NA,"",0.820230793395356
"922",1037,"CRUNCH","test","error","NOISE","SOUND",10958,0,NA,"",0.820230793395356
"923",1037,"SAIL","test","error","OCEAN","OCEAN",5742,1,NA,"",0.820230793395356
"924",1037,"MEASUREMENT","test","error","HEIGHT","LENGTH",5934,0,NA,"",0.820230793395356
"925",1037,"INTRODUCE","test","error","PRESENT","PRESENT",4863,1,NA,"",0.820230793395356
"926",1037,"GLIDE","test","error","HANG","HANG",5134,1,NA,"",0.820230793395356
"927",1037,"PORTRAY","test","error","SHOW","PRESENT",7342,0,NA,"",0.820230793395356
"928",1037,"DRACULA","test","error","SCARY","SCARY",2494,1,NA,"",0.820230793395356
"929",1037,"DANCER","test","error","MUSIC","MUSIC",4174,1,NA,"",0.820230793395356
"930",1037,"LATIN","test","error","FRENCH","FRENCH",5070,1,NA,"",0.820230793395356
"931",1037,"WELL","test","error","DONE","DONE",3311,1,NA,"",0.820230793395356
"932",1037,"SWING","test","error","TREE","DANCE",6591,0,NA,"",0.820230793395356
"933",1037,"PRESCRIPTION","test","error","PILL","PILL",3343,1,NA,"",0.820230793395356
"934",1037,"ROBIN","test","error","RED","RED",1870,1,NA,"",0.820230793395356
"935",1037,"CANYON","test","error","MOUNTAIN","NATURE",5311,0,NA,"",0.820230793395356
"936",1038,"CANYON","test","error","MOUNTAIN","COLOR",2046,0,NA,"",0.783479310029641
"937",1038,"MEASUREMENT","test","error","HEIGHT","HEIGHT",5710,1,NA,"",0.783479310029641
"938",1038,"HONEYMOON","test","error","ROMANCE","ROMANCE",1998,1,NA,"",0.783479310029641
"939",1038,"CRUNCH","test","error","NOISE","SOUND",7150,0,NA,"",0.783479310029641
"940",1038,"CHIMNEY","test","error","BRICK","ROOF",12878,0,NA,"",0.783479310029641
"941",1038,"LATIN","test","error","FRENCH","FRENCH",2158,1,NA,"",0.783479310029641
"942",1038,"PRESCRIPTION","test","error","PILL","PILL",2142,1,NA,"",0.783479310029641
"943",1038,"SAIL","test","error","OCEAN","BOAT",9838,0,NA,"",0.783479310029641
"944",1038,"SIDE","test","error","ORDER","ORDER",3150,1,NA,"",0.783479310029641
"945",1038,"ORDER","test","error","FORM","FORM",2126,1,NA,"",0.783479310029641
"946",1038,"EYES","test","error","COLOR","COLOR",1662,1,NA,"",0.783479310029641
"947",1038,"COURAGEOUS","test","error","LION","LION",5694,1,NA,"",0.783479310029641
"948",1038,"ELEVATOR","test","error","BUILDING","BUILDING",4414,1,NA,"",0.783479310029641
"949",1038,"INTRODUCE","test","error","PRESENT","FAREWELL",10382,0,NA,"",0.783479310029641
"950",1038,"ROBIN","test","error","RED","RED",1534,1,NA,"",0.783479310029641
"951",1038,"WELL","test","error","DONE","DONE",8686,1,NA,"",0.783479310029641
"952",1038,"PARCEL","test","error","BOX","SHIP",13422,0,NA,"",0.783479310029641
"953",1038,"LAUNDRY","test","error","SOAP","CLEAN",5022,0,NA,"",0.783479310029641
"954",1038,"STERN","test","error","BOAT","BOAT",14814,1,NA,"",0.783479310029641
"955",1038,"FUGITIVE","test","error","RUN","RUN",1886,1,NA,"",0.783479310029641
"956",1038,"DRACULA","test","error","SCARY","SCARY",2141,1,NA,"",0.783479310029641
"957",1038,"PORTRAY","test","error","SHOW","SHOW",3422,1,NA,"",0.783479310029641
"958",1038,"GLIDE","test","error","HANG","HANG",5326,1,NA,"",0.783479310029641
"959",1038,"DIAMETER","test","error","LENGTH","LENGTH",3086,1,NA,"",0.783479310029641
"960",1038,"CHUNK","test","error","BLOCK","BLOCK",2414,1,NA,"",0.783479310029641
"961",1038,"SWING","test","error","TREE","TREE",1998,1,NA,"",0.783479310029641
"962",1038,"TEA","test","error","LEAVES","LEAVES",2862,1,NA,"",0.783479310029641
"963",1039,"PORTRAY","test","error","SHOW","SHOW",2383,1,NA,"",0.710331039987117
"964",1039,"GLIDE","test","error","HANG","SWING",4079,0,NA,"",0.710331039987117
"965",1039,"EYES","test","error","COLOR","COLOR",2127,1,NA,"",0.710331039987117
"966",1039,"SAFARI","test","error","DESERT","DESERT",3231,1,NA,"",0.710331039987117
"967",1039,"WELL","test","error","DONE","DONE",4255,1,NA,"",0.710331039987117
"968",1039,"EMPIRE","test","error","STATE","STATE",2495,1,NA,"",0.710331039987117
"969",1039,"DRACULA","test","error","SCARY","SCARY",2350,1,NA,"",0.710331039987117
