,participant,condition,cue,target,study_response,study_rt,test_response,test_rt,correct
0,1001.0,1.0,EMPIRE,STATE,KING,3457.0,STATE,1610.0,1
1,1001.0,1.0,CHUNK,BLOCK,HUNK,3361.0,BLOCK,2348.0,1
2,1001.0,1.0,GLIDE,HANG,FLY,2177.0,HANG,5982.0,1
3,1001.0,1.0,SAIL,OCEAN,BOAT,2341.0,OCEAN,3091.0,1
4,1001.0,1.0,ELEVATOR,BUILDING,UP,3464.0,BUILDING,7943.0,1
5,1001.0,1.0,SWING,TREE,CLIMB,2857.0,SET,21190.0,0
6,1001.0,1.0,DANCER,MUSIC,SHOE,3845.0,MUSIC,3888.0,1
7,1001.0,1.0,WELL,DONE,BAD,4030.0,BEING,1697.0,0
8,1001.0,1.0,EYES,COLOR,GLASS,3764.0,SEE,5055.0,0
9,1001.0,1.0,INTRODUCE,PRESENT,MEET,2180.0,MEET,6929.0,0
10,1001.0,1.0,PRESCRIPTION,PILL,MEDICINE,3397.0,MEDICINE,23782.0,0
11,1001.0,1.0,CANYON,MOUNTAIN,HIGH,2268.0,MOUNTAIN,5486.0,1
12,1001.0,1.0,FUGITIVE,RUN,OUTLAW,4154.0,RUN,2925.0,1
13,1001.0,1.0,ORDER,FORM,LAW,2222.0,LATER,15960.0,0
14,1001.0,1.0,LATIN,FRENCH,AMERICA,2290.0,SPANISH,12039.0,0
15,1001.0,1.0,ROBIN,RED,HOOD,1897.0,RED,1826.0,1
16,1001.0,1.0,PARCEL,BOX,GLASS,4731.0,BOX,2214.0,1
17,1001.0,1.0,LAUNDRY,SOAP,MAT,2212.0,ROOM,3824.0,0
18,1001.0,1.0,COURAGEOUS,LION,BRAVE,3294.0,LION,1756.0,1
19,1001.0,1.0,CRUNCH,NOISE,BAR,3201.0,NOISE,3684.0,1
20,1001.0,1.0,STERN,BOAT,STRICT,4674.0,TEACHER,49446.0,0
21,1001.0,1.0,MEASUREMENT,HEIGHT,INCH,3331.0,HEIGHT,8411.0,1
22,1001.0,1.0,DIAMETER,LENGTH,CR,4954.0,LENGTH,4883.0,1
23,1001.0,1.0,PORTRAY,SHOW,VILLIAN,3315.0,VIEW,28541.0,0
24,1001.0,1.0,TEA,LEAVES,BOSTON,2971.0,LEAVES,2620.0,1
25,1001.0,1.0,HONEYMOON,ROMANCE,WEDDING,2347.0, ROMANCE,4347.0,0
26,1001.0,1.0,SAFARI,DESERT,DESER,4835.0,DESERT,2758.0,1
27,1001.0,1.0,CHIMNEY,BRICK,SANTA,1980.0,HOUSE,14012.0,0
28,1001.0,1.0,SIDE,ORDER,HUSTLE,2542.0,JOB,30862.0,0
29,1001.0,1.0,DRACULA,SCARY,VAMPIRE,2810.0,SCARY,1885.0,1
30,1002.0,1.0,PARCEL,BOX,PARCEL,4392.0,DELIVERY,2590.0,0
31,1002.0,1.0,EYES,COLOR,EYES,2776.0,FACE,4766.0,0
32,1002.0,1.0,LATIN,FRENCH,LATIN,2717.0,ROOT,4078.0,0
33,1002.0,1.0,CRUNCH,NOISE,CRUNCH,2786.0,CRACK,2526.0,0
34,1002.0,1.0,COURAGEOUS,LION,COURAGEOUS,3967.0,BRAVE,6046.0,0
35,1002.0,1.0,SAIL,OCEAN,,5000.0,BOAT,2878.0,0
36,1002.0,1.0,WELL,DONE,BEING,4009.0,GOOD,2767.0,0
37,1002.0,1.0,INTRODUCE,PRESENT,ME,1856.0,US,5151.0,0
38,1002.0,1.0,CHUNK,BLOCK,CH,3529.0,BRICK,8191.0,0
39,1002.0,1.0,DRACULA,SCARY,BLOOD,3060.0,SCARY,2206.0,1
40,1002.0,1.0,HONEYMOON,ROMANCE,PHASE,3186.0,ROMANCE,6766.0,1
41,1002.0,1.0,GLIDE,HANG,RAIL,3152.0,SAIL,3246.0,0
42,1002.0,1.0,STERN,BOAT,TOUGH,4246.0,BOAT,2253.0,1
43,1002.0,1.0,EMPIRE,STATE,STATE,2592.0,STATE,1950.0,1
44,1002.0,1.0,FUGITIVE,RUN,LORD,2743.0,RUN,2255.0,1
45,1002.0,1.0,MEASUREMENT,HEIGHT,SCALE,3581.0,RULAR,5854.0,0
46,1002.0,1.0,PRESCRIPTION,PILL,MEDS,2573.0,PILL,3054.0,1
47,1002.0,1.0,DIAMETER,LENGTH,WIDTH,3019.0,LENGTH,3006.0,1
48,1002.0,1.0,DANCER,MUSIC,MUSIC,3112.0,MUSIC,5086.0,1
49,1002.0,1.0,CHIMNEY,BRICK,CEILING,3902.0,BRICK,2638.0,1
50,1002.0,1.0,SAFARI,DESERT,TRIP,2463.0,DESERT,2718.0,1
51,1002.0,1.0,TEA,LEAVES,TIME,2058.0,LEAVES,3724.0,1
52,1002.0,1.0,CANYON,MOUNTAIN,VALLEY,3924.0,VALLEY,5310.0,0
53,1002.0,1.0,LAUNDRY,SOAP,BASKET,3469.0,SOAP,1903.0,1
54,1002.0,1.0,ELEVATOR,BUILDING,SYSTEM,4117.0,BUILDING,3758.0,1
55,1002.0,1.0,PORTRAY,SHOW,SEE,4096.0,SEE,5471.0,0
56,1002.0,1.0,SWING,TREE,DOWN,3139.0,SET,2750.0,0
57,1002.0,1.0,ROBIN,RED,HOOD,2869.0,RED,3118.0,1
58,1002.0,1.0,ORDER,FORM,DOWN,4383.0,FORM,2766.0,1
59,1002.0,1.0,SIDE,ORDER,DOWN,3122.0,SWING,5166.0,0
60,1003.0,1.0,PORTRAY,SHOW,,5000.0,PRESENT,4798.0,0
61,1003.0,1.0,DRACULA,SCARY,FANG,4965.0,SCARY,4286.0,1
62,1003.0,1.0,ORDER,FORM,FOOD,3975.0,FIX,13822.0,0
63,1003.0,1.0,WELL,DONE,BEING,3892.0,GOOD,5230.0,0
64,1003.0,1.0,CRUNCH,NOISE,TEETH,4304.0,SOUND,7246.0,0
65,1003.0,1.0,LATIN,FRENCH,AMERICA,4773.0, FRENCH,8622.0,0
66,1003.0,1.0,PRESCRIPTION,PILL,DRUG,3207.0,PILL,2766.0,1
67,1003.0,1.0,CHIMNEY,BRICK,SMOKE,3681.0,BRICK,4846.0,1
68,1003.0,1.0,SAIL,OCEAN,BOAT,3825.0,BOAT,6334.0,0
69,1003.0,1.0,STERN,BOAT,STRICT,4911.0,STRONG,8302.0,0
70,1003.0,1.0,SIDE,ORDER,LEFT,3674.0,LENGTH,9102.0,0
71,1003.0,1.0,FUGITIVE,RUN,ROBBER,4720.0,RUNN,2894.0,0
72,1003.0,1.0,HONEYMOON,ROMANCE,LOVE,3794.0,ROMANCE,3310.0,1
73,1003.0,1.0,EMPIRE,STATE,KING,3689.0,KING,8510.0,0
74,1003.0,1.0,EYES,COLOR,,4569.0,BALL,4622.0,0
75,1003.0,1.0,LAUNDRY,SOAP,CLOTHES,3582.0,SOAP,2814.0,1
76,1003.0,1.0,PARCEL,BOX,MAIL,3322.0,BOX,6078.0,1
77,1003.0,1.0,ELEVATOR,BUILDING,LIFT,3412.0,BUILDING,5262.0,1
78,1003.0,1.0,GLIDE,HANG,SLIDE,4078.0,SLIDE,5293.0,0
79,1003.0,1.0,CANYON,MOUNTAIN,M,4839.0,LOW,2238.0,0
80,1003.0,1.0,CHUNK,BLOCK,CHOCOLATE,4835.0,COOKIE,11134.0,0
81,1003.0,1.0,MEASUREMENT,HEIGHT,LENTGH,4495.0,LENGTH,11886.0,0
82,1003.0,1.0,DIAMETER,LENGTH,CIRCLE,3748.0,WIDTH,4910.0,0
83,1003.0,1.0,TEA,LEAVES,MILK,3545.0,LEAVES,4222.0,1
84,1003.0,1.0,ROBIN,RED,BIRD,3358.0,RED,1726.0,1
85,1003.0,1.0,INTRODUCE,PRESENT,MEET,4177.0,PRESENT,4142.0,1
86,1003.0,1.0,SWING,TREE,PLAYGROUND,4803.0,CHILD,6847.0,0
87,1003.0,1.0,DANCER,MUSIC,BALLET,3930.0,MUSIC,3550.0,1
88,1003.0,1.0,COURAGEOUS,LION,STRONG,4300.0,LION,2286.0,1
89,1003.0,1.0,SAFARI,DESERT,ZOO,3431.0,DESERT,5054.0,1
90,1004.0,1.0,ROBIN,RED,,5000.0,,1615.0,0
91,1004.0,1.0,FUGITIVE,RUN,FIG,4967.0,,4079.0,0
92,1004.0,1.0,LAUNDRY,SOAP,SANDWICH,2919.0,BOX,5839.0,0
93,1004.0,1.0,ELEVATOR,BUILDING,SOAP,3598.0,BUILDING,3871.0,1
94,1004.0,1.0,SWING,TREE,W,4989.0,OCEAN,7198.0,0
95,1004.0,1.0,CRUNCH,NOISE,FLOWER,3078.0,CHURCH,8383.0,0
96,1004.0,1.0,GLIDE,HANG,CHILDREN,2938.0,SLIDE,1726.0,0
97,1004.0,1.0,PRESCRIPTION,PILL,RESPONSE,4177.0,VISIT,3694.0,0
98,1004.0,1.0,STERN,BOAT,PILLOW,1814.0,BRAVE,5327.0,0
99,1004.0,1.0,CHIMNEY,BRICK,ENVIRONMENT,2351.0,HOUSE,3502.0,0
100,1004.0,1.0,CANYON,MOUNTAIN,GEOGRAPHY,3850.0,NATURE,4079.0,0
101,1004.0,1.0,LATIN,FRENCH,LA,4984.0,,2767.0,0
102,1004.0,1.0,ORDER,FORM,DISORDER,2877.0,,7279.0,0
103,1004.0,1.0,DRACULA,SCARY,PATH,1342.0,PROJECT,7118.0,0
104,1004.0,1.0,WELL,DONE,EMOTION,1640.0,DONE,1598.0,1
105,1004.0,1.0,MEASUREMENT,HEIGHT,PRIZE,2560.0,LENGTH,2703.0,0
106,1004.0,1.0,PARCEL,BOX,FOOD,2575.0,BOX,2510.0,1
107,1004.0,1.0,HONEYMOON,ROMANCE,,5000.0,VACATION,17870.0,0
108,1004.0,1.0,PORTRAY,SHOW,SCARY,4182.0, RESPONSE ,14714.0,0
109,1004.0,1.0,TEA,LEAVES,CONCERT,2411.0,LEAVE,2943.0,0
110,1004.0,1.0,SIDE,ORDER,HOUSE,3234.0,ROAD,3326.0,0
111,1004.0,1.0,INTRODUCE,PRESENT,INTRODUCI,4817.0,,2383.0,0
112,1004.0,1.0,DANCER,MUSIC,SINGER,2135.0,MUSIC,2494.0,1
113,1004.0,1.0,EYES,COLOR,EARS,3621.0,EARS,2558.0,0
114,1004.0,1.0,SAIL,OCEAN,JUNGLE,2081.0,OCEAN,4174.0,1
115,1004.0,1.0,CHUNK,BLOCK,STUCK,2189.0,BLOCK,2431.0,1
116,1004.0,1.0,EMPIRE,STATE,LOGICAL,2706.0,STATE,2350.0,1
117,1004.0,1.0,SAFARI,DESERT,CHROME,3541.0,DESEART,8287.0,0
118,1004.0,1.0,COURAGEOUS,LION,NORTH,3162.0,LION,2111.0,1
119,1004.0,1.0,DIAMETER,LENGTH,CENTEMITER,3038.0,MEASUREMENT,8783.0,0
120,1005.0,1.0,SAIL,OCEAN,BOAT,2257.0,OCEAN,4094.0,1
121,1005.0,1.0,ROBIN,RED,BIRD,1864.0,RED,1774.0,1
122,1005.0,1.0,CHIMNEY,BRICK,SWEEP,2503.0,BRICK,2158.0,1
123,1005.0,1.0,TEA,LEAVES,BAG,1520.0,LEAVES,1871.0,1
124,1005.0,1.0,STERN,BOAT,MAN,1816.0,TALK,3102.0,0
125,1005.0,1.0,DANCER,MUSIC,BALLET,2139.0,MUSIC,1950.0,1
126,1005.0,1.0,HONEYMOON,ROMANCE,DAY,2613.0,ROMANCE,2414.0,1
127,1005.0,1.0,INTRODUCE,PRESENT,YOURSELF,2824.0,PRESENT,5214.0,1
128,1005.0,1.0,ORDER,FORM,FOOD,2257.0,SHEET,12175.0,0
129,1005.0,1.0,PARCEL,BOX,NOW,2569.0,BOX,2206.0,1
130,1005.0,1.0,COURAGEOUS,LION,PERSON,2663.0,LION,2174.0,1
131,1005.0,1.0,EMPIRE,STATE,OF THE DEAD,4325.0,NATION,2542.0,0
132,1005.0,1.0,GLIDE,HANG,CAM,2343.0, SHOW,6874.0,0
133,1005.0,1.0,SAFARI,DESERT,LION,2178.0,DESERT,4142.0,1
134,1005.0,1.0,DIAMETER,LENGTH,CIRCLE,2499.0,LENGTH,1982.0,1
135,1005.0,1.0,CRUNCH,NOISE,BAR,2498.0,MUNCH,6398.0,0
136,1005.0,1.0,PORTRAY,SHOW,PORTRAIT,4068.0,SHOW,7646.0,1
137,1005.0,1.0,WELL,DONE,BEING,1977.0,WISHES,4382.0,0
138,1005.0,1.0,DRACULA,SCARY,VAMPIRE,2791.0,SCARY,1854.0,1
139,1005.0,1.0,MEASUREMENT,HEIGHT,RULER,4107.0,HEIGHT,2620.0,1
140,1005.0,1.0,LATIN,FRENCH,LANGUAGE,2413.0,FRENCH,4605.0,1
141,1005.0,1.0,ELEVATOR,BUILDING,CAR,4382.0,BUILDING,3629.0,1
142,1005.0,1.0,EYES,COLOR,MOUTH,2061.0,COLOR,2478.0,1
143,1005.0,1.0,LAUNDRY,SOAP,BASKET,1972.0,SOAP,4941.0,1
144,1005.0,1.0,CHUNK,BLOCK,BEAVER,3730.0,BLOCK,2989.0,1
145,1005.0,1.0,SWING,TREE,sET,2145.0,TREE,1982.0,1
146,1005.0,1.0,PRESCRIPTION,PILL,MEDICINE,2775.0,PILL,1886.0,1
147,1005.0,1.0,FUGITIVE,RUN,RUNNING,3545.0,RUN,2430.0,1
148,1005.0,1.0,CANYON,MOUNTAIN,VAST,2332.0,DEEP,2638.0,0
149,1005.0,1.0,SIDE,ORDER,SHOW,2255.0,ORDER,3198.0,1
150,1006.0,1.0,CHUNK,BLOCK,,5000.0,CHIP,3743.0,0
151,1006.0,1.0,SWING,TREE,DANCE,2409.0,TREE,2127.0,1
152,1006.0,1.0,ELEVATOR,BUILDING,UP,2061.0,UP,2510.0,0
153,1006.0,1.0,CANYON,MOUNTAIN,DIRT,4520.0,MOUNTAIN,2447.0,1
154,1006.0,1.0,PARCEL,BOX,MAIL,1932.0,PACKAGE,6253.0,0
155,1006.0,1.0,CRUNCH,NOISE,CHIP,2558.0,NOISE,4863.0,1
156,1006.0,1.0,TEA,LEAVES,LEAVES,2803.0,LEAVES,3759.0,1
157,1006.0,1.0,EYES,COLOR,GLASSES,2693.0,GLASSES,5214.0,0
158,1006.0,1.0,LATIN,FRENCH,AMERICA,2448.0,FRENCH,3102.0,1
159,1006.0,1.0,FUGITIVE,RUN,LAW,1934.0,RUN,3327.0,1
160,1006.0,1.0,GLIDE,HANG,AIRPLANE,3057.0,HANG,1806.0,1
161,1006.0,1.0,SIDE,ORDER,PIECE,3087.0,ORDER,4847.0,1
162,1006.0,1.0,DRACULA,SCARY,MONSTER,2866.0,SCARY,3102.0,1
163,1006.0,1.0,LAUNDRY,SOAP,DAY,1699.0,DAY,2398.0,0
164,1006.0,1.0,INTRODUCE,PRESENT,GREET,2435.0,PRESENT,2847.0,1
165,1006.0,1.0,DANCER,MUSIC,MUSIC,3186.0,MUSIC,7406.0,1
166,1006.0,1.0,DIAMETER,LENGTH,CIRCLE,2692.0,MEASUREMENT,13407.0,0
167,1006.0,1.0,PORTRAY,SHOW,ARTIST,2858.0,PRESENT,4398.0,0
168,1006.0,1.0,SAFARI,DESERT,JUNGLE,3885.0,DESERT,2799.0,1
169,1006.0,1.0,HONEYMOON,ROMANCE,WEDDING,2784.0,ROMANTIC,2655.0,0
170,1006.0,1.0,WELL,DONE,WATER,2568.0,WATER,2942.0,0
171,1006.0,1.0,ORDER,FORM,PAIR,3355.0,LAW,2287.0,0
172,1006.0,1.0,SAIL,OCEAN,WATER,2166.0,OCEAN,2815.0,1
173,1006.0,1.0,EMPIRE,STATE,ROME,2580.0,RULER,4367.0,0
174,1006.0,1.0,ROBIN,RED,EGG,1920.0,RED,1630.0,1
175,1006.0,1.0,PRESCRIPTION,PILL,GLASSES,2299.0,PILLS,3294.0,0
176,1006.0,1.0,CHIMNEY,BRICK,FLOO,2667.0,BRICK,2238.0,1
177,1006.0,1.0,MEASUREMENT,HEIGHT,RULER,2871.0,RULER,2078.0,0
178,1006.0,1.0,STERN,BOAT,TEACHER,3400.0,BOAT,5375.0,1
179,1006.0,1.0,COURAGEOUS,LION,BRAVE,4088.0,LION,2687.0,1
180,1007.0,1.0,LATIN,FRENCH,TEACHER,3340.0,FRENCH,1982.0,1
181,1007.0,1.0,CRUNCH,NOISE,BAR,3155.0,NOISE,2830.0,1
182,1007.0,1.0,INTRODUCE,PRESENT,YOURSELF,3427.0,GREET,13486.0,0
183,1007.0,1.0,ELEVATOR,BUILDING,BUILDING,4071.0,BUILDING,2493.0,1
184,1007.0,1.0,MEASUREMENT,HEIGHT,INCHES,4391.0,HEIGHT,8622.0,1
185,1007.0,1.0,PORTRAY,SHOW,CHARACTERS,4471.0,SHOW,1838.0,1
186,1007.0,1.0,EYES,COLOR,FACE,3030.0,COLOR,3390.0,1
187,1007.0,1.0,ROBIN,RED,EGG,2065.0,RED,1422.0,1
188,1007.0,1.0,CHUNK,BLOCK,BAR,4053.0,BLOCK,2813.0,1
189,1007.0,1.0,DANCER,MUSIC,HIP HOP,4585.0,MUSIC,7534.0,1
190,1007.0,1.0,CANYON,MOUNTAIN,GRAND,3320.0,VALLEY,4446.0,0
191,1007.0,1.0,COURAGEOUS,LION,WOMAN,2851.0,BRAVE,2509.0,0
192,1007.0,1.0,SAIL,OCEAN,BOAT,1822.0,OCEAN,2733.0,1
193,1007.0,1.0,HONEYMOON,ROMANCE,MARRIAGE,2855.0,ROMANCE,2046.0,1
194,1007.0,1.0,EMPIRE,STATE,KING,4110.0,KING,6477.0,0
195,1007.0,1.0,GLIDE,HANG,SQUIRRE,4839.0,HANG,1678.0,1
196,1007.0,1.0,STERN,BOAT,FATHER,4798.0,STRICT,4221.0,0
197,1007.0,1.0,ORDER,FORM,LAW,2809.0,LAW,6813.0,0
198,1007.0,1.0,SIDE,ORDER,CHICK,4951.0,LEFT,7821.0,0
199,1007.0,1.0,TEA,LEAVES,BAG,1709.0,POT,4877.0,0
200,1007.0,1.0,PRESCRIPTION,PILL,DRUGS,2844.0,PILLS,2604.0,0
201,1007.0,1.0,DIAMETER,LENGTH,CENTIMETET,4940.0,LENGTH,4141.0,1
202,1007.0,1.0,DRACULA,SCARY,VAMPIRE,2750.0,SCARY,1726.0,1
203,1007.0,1.0,WELL,DONE,TIMMY,3074.0,WATER,7038.0,0
204,1007.0,1.0,SAFARI,DESERT,LIONS,2524.0,DESERT,1966.0,1
205,1007.0,1.0,PARCEL,BOX,BOX,2861.0,BOX,1806.0,1
206,1007.0,1.0,LAUNDRY,SOAP,BASKET,4195.0,SOAP,2733.0,1
207,1007.0,1.0,SWING,TREE,CHANDLIER,4756.0,TREE,1837.0,1
208,1007.0,1.0,CHIMNEY,BRICK,SANTA,2750.0,BRICK,2686.0,1
209,1007.0,1.0,FUGITIVE,RUN,RASCAL,4617.0,ROBBER,7053.0,0
210,1008.0,1.0,DANCER,MUSIC,BALLET,4459.0,STAGE,74941.0,0
211,1008.0,1.0,SWING,TREE,SET,2825.0,PLAYGROUND,30974.0,0
212,1008.0,1.0,PARCEL,BOX,BOX,2679.0,BOX,3984.0,1
213,1008.0,1.0,FUGITIVE,RUN,JAIL,2927.0,RUN,5407.0,1
214,1008.0,1.0,WELL,DONE,DONE,2778.0,GROUND,27534.0,0
215,1008.0,1.0,LAUNDRY,SOAP,ROOM,3517.0,WASH,12063.0,0
216,1008.0,1.0,MEASUREMENT,HEIGHT,RULER,4198.0,HEIGHT,8303.0,1
217,1008.0,1.0,STERN,BOAT,FIRM,4891.0,BOAT,25247.0,1
218,1008.0,1.0,TEA,LEAVES,CUP,3434.0,LEAVES,3903.0,1
219,1008.0,1.0,PORTRAY,SHOW,VISUAL,4969.0,SHOW,2878.0,1
220,1008.0,1.0,ROBIN,RED,HOOD,2270.0,RED,2510.0,1
221,1008.0,1.0,SIDE,ORDER,,5000.0,ORDER,8511.0,1
222,1008.0,1.0,CHUNK,BLOCK,,5000.0,BLOCK,24095.0,1
223,1008.0,1.0,HONEYMOON,ROMANCE,WEDDING,3522.0,ROMANCE,3966.0,1
224,1008.0,1.0,CRUNCH,NOISE,CHEW,3939.0,NOISE,5166.0,1
225,1008.0,1.0,INTRODUCE,PRESENT,HELLO,4700.0,PRESENT,7102.0,1
226,1008.0,1.0,CANYON,MOUNTAIN,VALLEY,4361.0,MOUNTAIN,7167.0,1
227,1008.0,1.0,GLIDE,HANG,SOAR,3721.0,SMOOTH,34942.0,0
228,1008.0,1.0,SAFARI,DESERT,JUNGLE,3424.0,DESERT,5006.0,1
229,1008.0,1.0,EYES,COLOR,FACE,2663.0, COLOR,4265.0,0
230,1008.0,1.0,DIAMETER,LENGTH,WIDTH,4623.0,LENGTH,3614.0,1
231,1008.0,1.0,ORDER,FORM,LINE,3356.0,SIDE,24398.0,0
232,1008.0,1.0,COURAGEOUS,LION,BRAVE,2759.0,LION,2927.0,1
233,1008.0,1.0,LATIN,FRENCH,SPANISH,4499.0,FRENCH,52510.0,1
234,1008.0,1.0,CHIMNEY,BRICK,SWEEP,2787.0,ROOF,31598.0,0
235,1008.0,1.0,ELEVATOR,BUILDING,STAIRS,4531.0,BUILDING,4254.0,1
236,1008.0,1.0,DRACULA,SCARY,VAMPIRE,3317.0,SCARY,2686.0,1
237,1008.0,1.0,PRESCRIPTION,PILL,GLASSES,4374.0,PILL,3710.0,1
238,1008.0,1.0,SAIL,OCEAN,BOAT,2288.0,OCEAN,3230.0,1
239,1008.0,1.0,EMPIRE,STATE,KING,4709.0,STATE,2831.0,1
240,1009.0,1.0,INTRODUCE,PRESENT,,5000.0,PRESENT,3694.0,1
241,1009.0,1.0,CRUNCH,NOISE,,5000.0,NOISE,11359.0,1
242,1009.0,1.0,DANCER,MUSIC,DANCE,3141.0,MUSIC,2190.0,1
243,1009.0,1.0,PRESCRIPTION,PILL,DRUG,4110.0,PILL,2879.0,1
244,1009.0,1.0,EMPIRE,STATE,STATE,3034.0,STATE,2687.0,1
245,1009.0,1.0,GLIDE,HANG,BOAT,4874.0,HANG,3870.0,1
246,1009.0,1.0,CANYON,MOUNTAIN,PENCIL,3952.0,ROCK,5743.0,0
247,1009.0,1.0,CHIMNEY,BRICK,SM,4559.0,BRICK,3310.0,1
248,1009.0,1.0,ELEVATOR,BUILDING,STAIR,4629.0,BUILDING,10463.0,1
249,1009.0,1.0,HONEYMOON,ROMANCE,COUPLE,3577.0,ROMANCE,4719.0,1
250,1009.0,1.0,ORDER,FORM,COMMANDER,4912.0,FORM,2670.0,1
251,1009.0,1.0,PORTRAY,SHOW,PAITI,4964.0,PAINT,7038.0,0
252,1009.0,1.0,LATIN,FRENCH,WORD,3831.0,FRENCH,3551.0,1
253,1009.0,1.0,WELL,DONE,BEING,3472.0,DONE,2639.0,1
254,1009.0,1.0,DRACULA,SCARY,,5000.0,USE,9566.0,0
255,1009.0,1.0,COURAGEOUS,LION,BRAVE,3984.0,LION,3342.0,1
256,1009.0,1.0,MEASUREMENT,HEIGHT,LONG,3680.0,HEIGHT,3871.0,1
257,1009.0,1.0,EYES,COLOR,NOSE,3420.0,COLOR,6191.0,1
258,1009.0,1.0,DIAMETER,LENGTH,CIRCLE,4668.0,LENGTH,4191.0,1
259,1009.0,1.0,SIDE,ORDER,LENGTH,3924.0,ORDER,4911.0,1
260,1009.0,1.0,FUGITIVE,RUN,D,4050.0,RUN,3806.0,1
261,1009.0,1.0,PARCEL,BOX,AMAZON,3225.0,BOX,2110.0,1
262,1009.0,1.0,SWING,TREE,S,4734.0,TREE,3022.0,1
263,1009.0,1.0,SAFARI,DESERT,APPLE,2526.0,SNACK,12959.0,0
264,1009.0,1.0,TEA,LEAVES,COLA,3110.0,LEAVES,3727.0,1
265,1009.0,1.0,SAIL,OCEAN,BOAT,2692.0,OCEAN,4398.0,1
266,1009.0,1.0,ROBIN,RED,HOOD,4340.0,RED,2111.0,1
267,1009.0,1.0,CHUNK,BLOCK,TREE,2373.0,BLOCK,10879.0,1
268,1009.0,1.0,STERN,BOAT,BOAT,2381.0,BOAT,3071.0,1
269,1009.0,1.0,LAUNDRY,SOAP,ROOM,2934.0,SOAP,2398.0,1
270,1010.0,1.0,EMPIRE,STATE,STATE,4483.0,STATE,1726.0,1
271,1010.0,1.0,EYES,COLOR,MOUTH,3934.0,COLOR,1918.0,1
272,1010.0,1.0,CHIMNEY,BRICK,SWEEP,3249.0,BRICK,3245.0,1
273,1010.0,1.0,SIDE,ORDER,CP,5000.0,CORNER,12686.0,0
274,1010.0,1.0,GLIDE,HANG,SLIDE,3222.0,HANG,3054.0,1
275,1010.0,1.0,SAIL,OCEAN,BOAT,3856.0,OCEAN,3246.0,1
276,1010.0,1.0,COURAGEOUS,LION,BRAVE,2277.0,LION,2285.0,1
277,1010.0,1.0,ELEVATOR,BUILDING,STAIRS,3842.0,BUILDING,7038.0,1
278,1010.0,1.0,ORDER,FORM,PAIR,3080.0,,94.0,0
279,1010.0,1.0,LATIN,FRENCH,ENGLISH,4056.0,FRENCH,2014.0,1
280,1010.0,1.0,DRACULA,SCARY,VAMPIRE,4299.0,SCARY,2302.0,1
281,1010.0,1.0,PRESCRIPTION,PILL,DRUG,2332.0,PILL,2862.0,1
282,1010.0,1.0,FUGITIVE,RUN,CRIMINAL,3433.0,RUN,2350.0,1
283,1010.0,1.0,DIAMETER,LENGTH,SPEED,2561.0,LENGTH,6734.0,1
284,1010.0,1.0,TEA,LEAVES,BAG,1689.0,LEAVES,2782.0,1
285,1010.0,1.0,PARCEL,BOX,PACKAGE,4780.0,BOX,1886.0,1
286,1010.0,1.0,SAFARI,DESERT,LION,2542.0,DESERT,2317.0,1
287,1010.0,1.0,MEASUREMENT,HEIGHT,INCH,2415.0,HEIGHT,2974.0,1
288,1010.0,1.0,CHUNK,BLOCK,CLUMP,3768.0,BLOCK,6958.0,1
289,1010.0,1.0,WELL,DONE,WATER,2201.0,DONE,4062.0,1
290,1010.0,1.0,SWING,TREE,SET,1736.0,TREE,4158.0,1
291,1010.0,1.0,ROBIN,RED,HOOD,2255.0,RED,2637.0,1
292,1010.0,1.0,PORTRAY,SHOW,ACT,2457.0,SHOW,2318.0,1
293,1010.0,1.0,CANYON,MOUNTAIN,RED,2460.0,LOW,12574.0,0
294,1010.0,1.0,LAUNDRY,SOAP,DETERGENT,2354.0,SOAP,2285.0,1
295,1010.0,1.0,DANCER,MUSIC,SWING,3901.0,MUSIC,2286.0,1
296,1010.0,1.0,CRUNCH,NOISE,LEAVES,3311.0,NOISE,2381.0,1
297,1010.0,1.0,INTRODUCE,PRESENT,HI,2868.0,PRESENT,7901.0,1
298,1010.0,1.0,STERN,BOAT,STUBBORN,4919.0,BOAT,1934.0,1
299,1010.0,1.0,HONEYMOON,ROMANCE,SPA,3007.0,ROMANCE,1917.0,1
300,1011.0,1.0,ORDER,FORM,,5000.0,ALIGN,4223.0,0
301,1011.0,1.0,EMPIRE,STATE,BULDING,3005.0,STATE,1566.0,1
302,1011.0,1.0,DANCER,MUSIC,BALLERINA,3940.0,MUSIC,6750.0,1
303,1011.0,1.0,PRESCRIPTION,PILL,DRUG,2751.0, PILL,2188.0,0
304,1011.0,1.0,SAFARI,DESERT,DESERT,4520.0,DESERT,2526.0,1
305,1011.0,1.0,MEASUREMENT,HEIGHT,RULER,2655.0,HEIGHT,8543.0,1
306,1011.0,1.0,DRACULA,SCARY,VAMPIRE,2734.0,SCARY,2270.0,1
307,1011.0,1.0,CHIMNEY,BRICK,BRICK,3319.0,BRICK,2206.0,1
308,1011.0,1.0,CANYON,MOUNTAIN,RIFGT,4405.0,ROCK,5471.0,0
309,1011.0,1.0,SWING,TREE,SET,2089.0,SET,5550.0,0
310,1011.0,1.0,LATIN,FRENCH,GREEK,3314.0,ORIGIN,4590.0,0
311,1011.0,1.0,GLIDE,HANG,PARAGLIDER,4546.0,FLY,4671.0,0
312,1011.0,1.0,CHUNK,BLOCK,TREE,2156.0,PIECE,3550.0,0
