,participant,condition,cue,target,study_response,study_rt,test_response,test_rt,correct
816,1029.0,1.0,SIDE,ORDER,dow,4471.0,order,5630.0,0
817,1029.0,1.0,FUGITIVE,RUN,spy,3815.0,RUN,4063.0,1
818,1029.0,1.0,CRUNCH,NOISE,hard,4046.0,,32319.0,0
819,1029.0,1.0,LAUNDRY,SOAP,dryer,4502.0,SOAP,4399.0,1
820,1029.0,1.0,MEASUREMENT,HEIGHT,ruler,3489.0,,10734.0,0
821,1029.0,1.0,DIAMETER,LENGTH,width,4531.0,LENGTH,4175.0,1
822,1029.0,1.0,SAIL,OCEAN,boat,2436.0,ocean,5647.0,0
823,1029.0,1.0,PARCEL,BOX,packager,3391.0,BOX,5710.0,1
824,1029.0,1.0,ORDER,FORM,side,3107.0,side,8959.0,0
825,1029.0,1.0,HONEYMOON,ROMANCE,wedding,3441.0,ROMANCE,3583.0,1
826,1029.0,1.0,LATIN,FRENCH,language,4068.0,french,4175.0,0
827,1029.0,1.0,ELEVATOR,BUILDING,button,3683.0, building,5306.0,0
828,1029.0,1.0,PRESCRIPTION,PILL,medicine,4474.0,pill,3007.0,0
829,1029.0,1.0,ROBIN,RED,bird,2786.0,RED,2094.0,1
830,1029.0,1.0,TEA,LEAVES,cup,2765.0,leaves,3151.0,0
831,1029.0,1.0,INTRODUCE,PRESENT,hello,4007.0,PRESENT,3999.0,1
832,1029.0,1.0,CANYON,MOUNTAIN,rock,4349.0,MOUNTAIN,5198.0,1
833,1029.0,1.0,DRACULA,SCARY,vampire,3794.0,scary,3151.0,0
834,1029.0,1.0,SWING,TREE,play,4556.0,tree,2158.0,0
835,1029.0,1.0,CHUNK,BLOCK,food,3895.0,block,4207.0,0
836,1029.0,1.0,COURAGEOUS,LION,brave,3633.0,LION,3023.0,1
837,1029.0,1.0,CHIMNEY,BRICK,fireplac,4954.0,brick,3390.0,0
838,1029.0,1.0,SAFARI,DESERT,africa,3901.0,desert,5119.0,0
839,1029.0,1.0,GLIDE,HANG,smooth,4069.0,HANG,2975.0,1
840,1031.0,1.0,DRACULA,SCARY,,5000.0,SCARY,3487.0,1
841,1031.0,1.0,PRESCRIPTION,PILL,MEDICINE,4015.0,DRUG,9278.0,0
842,1031.0,1.0,INTRODUCE,PRESENT,NAME,2670.0,PRESENT,5518.0,1
843,1031.0,1.0,ELEVATOR,BUILDING,FLOOR,4005.0,FLOOR,11918.0,0
844,1031.0,1.0,STERN,BOAT,VOICE,3722.0,BOAT,3246.0,1
845,1031.0,1.0,PARCEL,BOX,PACKAGE,4265.0, BOX,4665.0,0
846,1031.0,1.0,SAFARI,DESERT,GIRAFFE,3392.0,DESERT,6430.0,1
847,1031.0,1.0,SWING,TREE,,5000.0,TREE,2542.0,1
848,1031.0,1.0,WELL,DONE,WA,4932.0,DONE,2239.0,1
849,1031.0,1.0,PORTRAY,SHOW,ACT,2952.0,VIEW,3822.0,0
850,1031.0,1.0,SAIL,OCEAN,BOAT,2120.0,BOAT,8574.0,0
851,1031.0,1.0,LAUNDRY,SOAP,DIRTY,2911.0,SOAP,3646.0,1
852,1031.0,1.0,CHIMNEY,BRICK,FIRE,3337.0,BRICK,4751.0,1
853,1031.0,1.0,CHUNK,BLOCK,,5000.0,BLOCK,4974.0,1
854,1031.0,1.0,SIDE,ORDER,BACK,3181.0,WELL,15135.0,0
855,1031.0,1.0,DANCER,MUSIC,SINGER,2676.0,MUSIC,2830.0,1
856,1031.0,1.0,MEASUREMENT,HEIGHT,RULER,3681.0,LENGTH,12975.0,0
857,1031.0,1.0,HONEYMOON,ROMANCE,MARRIAGE,2644.0,MARRIAGE,19967.0,0
858,1031.0,1.0,GLIDE,HANG,SLIDE,3433.0,SLIDE,10975.0,0
859,1031.0,1.0,CANYON,MOUNTAIN,MOUNTAIN,3929.0,MOUNTAIN,4158.0,1
860,1031.0,1.0,COURAGEOUS,LION,BRAVE,2439.0,LION,8127.0,1
861,1031.0,1.0,ROBIN,RED,EGG,3709.0,RED,1551.0,1
862,1031.0,1.0,DIAMETER,LENGTH,RADIUS,3060.0,LENGTH,4926.0,1
863,1031.0,1.0,CRUNCH,NOISE,MUNCH,3493.0,NOISE,2734.0,1
864,1031.0,1.0,LATIN,FRENCH,LANGUAGE,2798.0,FRENCH,6430.0,1
865,1031.0,1.0,ORDER,FORM,,5000.0,FORM,2095.0,1
866,1031.0,1.0,EYES,COLOR,EARS,1911.0,COLOR,5262.0,1
867,1031.0,1.0,EMPIRE,STATE,BUILDING,3764.0,STATE,1647.0,1
868,1031.0,1.0,TEA,LEAVES,COFFEE,2518.0,LEAVES,8879.0,1
869,1031.0,1.0,FUGITIVE,RUN,,4013.0,RUN,3118.0,1
870,1032.0,1.0,PORTRAY,SHOW,river,4257.0,ocean,4766.0,0
871,1032.0,1.0,HONEYMOON,ROMANCE,sky,4384.0,ocean,5054.0,0
872,1032.0,1.0,CANYON,MOUNTAIN,movie,4596.0,mountain,4814.0,0
873,1032.0,1.0,GLIDE,HANG,c,4377.0,,1390.0,0
874,1032.0,1.0,ROBIN,RED,tie,3118.0,red,2030.0,0
875,1032.0,1.0,CRUNCH,NOISE,,5000.0,cookie,5086.0,0
876,1032.0,1.0,PARCEL,BOX,beach,4129.0,beach,3438.0,0
877,1032.0,1.0,STERN,BOAT,csj,4798.0,,1710.0,0
878,1032.0,1.0,ORDER,FORM,paper,3726.0,form,2846.0,0
879,1032.0,1.0,EYES,COLOR,sights,4862.0, color,5019.0,0
880,1032.0,1.0,EMPIRE,STATE,state,4452.0,state,3630.0,0
881,1032.0,1.0,MEASUREMENT,HEIGHT,ju,4569.0,height,3310.0,0
882,1032.0,1.0,TEA,LEAVES,coffee,4950.0,leaves,6526.0,0
883,1032.0,1.0,SAFARI,DESERT,deser,4950.0,desert,4494.0,0
884,1032.0,1.0,CHUNK,BLOCK,cookie,3314.0,,3614.0,0
885,1032.0,1.0,INTRODUCE,PRESENT,show,4191.0,present,3806.0,0
886,1032.0,1.0,DIAMETER,LENGTH,mese,4713.0,length,3102.0,0
887,1032.0,1.0,SAIL,OCEAN,sea,4314.0,ocean,2798.0,0
888,1032.0,1.0,LAUNDRY,SOAP,wash,3054.0,soap,3358.0,0
889,1032.0,1.0,COURAGEOUS,LION,brave,4724.0,brave,3133.0,0
890,1032.0,1.0,DANCER,MUSIC,,5000.0,show,2894.0,0
891,1032.0,1.0,WELL,DONE,water,3758.0,done,3870.0,0
892,1032.0,1.0,DRACULA,SCARY,blood,4513.0,scary,5694.0,0
893,1032.0,1.0,SWING,TREE,dance,4687.0,tree,3662.0,0
894,1032.0,1.0,PRESCRIPTION,PILL,dru,4214.0,pill,3390.0,0
895,1032.0,1.0,CHIMNEY,BRICK,body,3522.0,body,3822.0,0
896,1032.0,1.0,ELEVATOR,BUILDING,box,3965.0,building,4222.0,0
897,1032.0,1.0,SIDE,ORDER,s,4787.0,,3310.0,0
898,1032.0,1.0,LATIN,FRENCH,greek,4380.0,freach,3662.0,0
899,1032.0,1.0,FUGITIVE,RUN,wall,4628.0,,2077.0,0
900,1033.0,1.0,ELEVATOR,BUILDING,,5000.0,BUILDING,6046.0,1
901,1033.0,1.0,ORDER,FORM,e,4569.0,SIDE,8894.0,0
902,1033.0,1.0,INTRODUCE,PRESENT,NODD,4754.0,BEGIN,3951.0,0
903,1033.0,1.0,LATIN,FRENCH,WORD ,3795.0,FRENCH,3742.0,1
904,1033.0,1.0,PRESCRIPTION,PILL,PAIR,3401.0, PILL    ,12569.0,0
905,1033.0,1.0,GLIDE,HANG,SLIDE,2826.0,SLIDE,18543.0,0
906,1033.0,1.0,TEA,LEAVES,COFFEE ,3034.0,LEAVES,3343.0,1
907,1033.0,1.0,PORTRAY,SHOW,DRAW  ,4477.0,SHOW,4254.0,1
908,1033.0,1.0,DANCER,MUSIC,SINGER  ,4658.0,MUSIC,2751.0,1
909,1033.0,1.0,SWING,TREE,PO,4973.0,TREE,2463.0,1
910,1033.0,1.0,LAUNDRY,SOAP,WASEHER,4554.0,WASHER,9503.0,0
911,1033.0,1.0,STERN,BOAT,LEAVES  ,4964.0,STEM,16207.0,0
912,1033.0,1.0,COURAGEOUS,LION,,5000.0,LION,5583.0,1
913,1033.0,1.0,SAIL,OCEAN,BOAT  ,4109.0,OCEAN,3614.0,1
914,1033.0,1.0,CHIMNEY,BRICK,CHREEPY ,4122.0,SCARY,6463.0,0
915,1033.0,1.0,FUGITIVE,RUN,,5000.0,LARGE,5054.0,0
916,1033.0,1.0,EMPIRE,STATE,COUNTRY  ,4952.0,STATE,5566.0,1
917,1033.0,1.0,HONEYMOON,ROMANCE,COUPLE ,3311.0,LOVE,10415.0,0
918,1033.0,1.0,DIAMETER,LENGTH,RADIUS  ,4591.0,LENGHTH,4863.0,0
919,1033.0,1.0,SIDE,ORDER,DIRECTION ,4924.0,ORDER,5615.0,1
920,1033.0,1.0,CANYON,MOUNTAIN,MOUNTAIN ,4123.0,MOUNTAIN,2959.0,1
921,1033.0,1.0,CHUNK,BLOCK,ELEPHANT,4641.0,BLOCK,2719.0,1
922,1033.0,1.0,WELL,DONE,WATER  ,4522.0,BEING,2479.0,0
923,1033.0,1.0,SAFARI,DESERT,GOOGLE ,4435.0,GG,18079.0,0
924,1033.0,1.0,ROBIN,RED,HOOD  ,4259.0,RED,2735.0,1
925,1033.0,1.0,EYES,COLOR,EARS  ,3579.0,COLOR,3487.0,1
926,1033.0,1.0,CRUNCH,NOISE,CHURCH ,3925.0,SCARY,3599.0,0
927,1033.0,1.0,DRACULA,SCARY,,5000.0,SKETCH,14511.0,0
928,1033.0,1.0,MEASUREMENT,HEIGHT,RULER,4778.0,INSTRUMENT,12863.0,0
929,1033.0,1.0,PARCEL,BOX,PHONE ,4965.0,BOX,3071.0,1
930,1035.0,1.0,ROBIN,RED,R,4268.0,RED,2206.0,1
931,1035.0,1.0,STERN,BOAT,MAD,3602.0,BOAT,4942.0,1
932,1035.0,1.0,DIAMETER,LENGTH,RADIUA,5007.0,LENGTH,2558.0,1
933,1035.0,1.0,TEA,LEAVES,BAG,2746.0,LEAVES,2558.0,1
934,1035.0,1.0,COURAGEOUS,LION,LION,2166.0,LION,1614.0,1
935,1035.0,1.0,ELEVATOR,BUILDING,FLOORS,3084.0,BUILDING,12637.0,1
936,1035.0,1.0,SAIL,OCEAN,BOAT,2209.0,OCEAN,3790.0,1
937,1035.0,1.0,CHIMNEY,BRICK,SANTA,2222.0,BRICK,3694.0,1
938,1035.0,1.0,INTRODUCE,PRESENT,MEET,2932.0,PRESENT,2991.0,1
939,1035.0,1.0,MEASUREMENT,HEIGHT,LENGTH,2704.0,LENGTH,5246.0,0
940,1035.0,1.0,EMPIRE,STATE,BUIDLING,4801.0,STATE,1614.0,1
941,1035.0,1.0,WELL,DONE,WATER,2550.0, WORK,18619.0,0
942,1035.0,1.0,CHUNK,BLOCK,TREE,2793.0,BLOCK,8382.0,1
943,1035.0,1.0,HONEYMOON,ROMANCE,WEDDING,2539.0,ROMANCE,2766.0,1
944,1035.0,1.0,ORDER,FORM,COURT,2689.0,ORGANIZE,25822.0,0
945,1035.0,1.0,SAFARI,DESERT,GIRAFFE,3205.0,DESERT,2990.0,1
946,1035.0,1.0,DANCER,MUSIC,BALLET,2705.0,MUSIC,3454.0,1
947,1035.0,1.0,LAUNDRY,SOAP,DRYER,3091.0,SOAP,6558.0,1
948,1035.0,1.0,CRUNCH,NOISE,CAPTAIN,2467.0,SOUND,14062.0,0
949,1035.0,1.0,PORTRAY,SHOW,PICTURE,2565.0,PRESENT,8717.0,0
950,1035.0,1.0,PRESCRIPTION,PILL,MEDICINE,3525.0,PILLS,3486.0,0
951,1035.0,1.0,GLIDE,HANG,SLIDE,2256.0,TREE,12574.0,0
952,1035.0,1.0,LATIN,FRENCH,GREEK,2289.0,FRENCH,3118.0,1
953,1035.0,1.0,PARCEL,BOX,BIRD,2644.0,BOX,9918.0,1
954,1035.0,1.0,CANYON,MOUNTAIN,GRAND,2006.0,MOUNTAIN,7565.0,1
955,1035.0,1.0,DRACULA,SCARY,BLOOD,2107.0,SCARY,3166.0,1
956,1035.0,1.0,SIDE,ORDER,DIRAECTION,3933.0,DOWN,7101.0,0
957,1035.0,1.0,FUGITIVE,RUN,CRIMINAL,2601.0,RUN,6334.0,1
958,1035.0,1.0,EYES,COLOR,EARS,2886.0,COLOR,2766.0,1
959,1035.0,1.0,SWING,TREE,SET,2081.0,TREE,3486.0,1
960,1036.0,1.0,CANYON,MOUNTAIN,GRAND,5000.0,MOUNTAIN,6063.0,1
961,1036.0,1.0,LATIN,FRENCH,LANGUAGE,4222.0,FRENCH,4062.0,1
962,1036.0,1.0,SIDE,ORDER,ROAD,3677.0,ORDER,8943.0,1
963,1036.0,1.0,MEASUREMENT,HEIGHT,CENTIMETERS,3800.0,HEIGHT,6047.0,1
964,1036.0,1.0,DANCER,MUSIC,BALLET,4795.0,MUSIC,3982.0,1
965,1036.0,1.0,ROBIN,RED,HOOD,4117.0,RED,2239.0,1
966,1036.0,1.0,CHUNK,BLOCK,BIG,3210.0,BLOCK,3487.0,1
967,1036.0,1.0,DIAMETER,LENGTH,CIRCUMFRENCE,4495.0,LENGTH,3231.0,1
968,1036.0,1.0,PORTRAY,SHOW,SHOW,3828.0,SHOW,2751.0,1
969,1036.0,1.0,FUGITIVE,RUN,CRIMINAL,4168.0,RUN,1919.0,1
970,1036.0,1.0,INTRODUCE,PRESENT,KNOW,4556.0,CLASSMATE,8575.0,0
971,1036.0,1.0,WELL,DONE,OK,4426.0,FINE,13967.0,0
972,1036.0,1.0,PRESCRIPTION,PILL,MEDICINE,3499.0,PILL,2031.0,1
973,1036.0,1.0,EYES,COLOR,VISION,3539.0,COLOR,2431.0,1
974,1036.0,1.0,HONEYMOON,ROMANCE,ROMANTIC,3626.0,ROMANCE,3710.0,1
975,1036.0,1.0,ELEVATOR,BUILDING,STAIRS,3683.0,BUILDING,3007.0,1
976,1036.0,1.0,LAUNDRY,SOAP,CLOTHES,3423.0,SOAP,1902.0,1
977,1036.0,1.0,COURAGEOUS,LION,BRAVE,2701.0,LION,2782.0,1
978,1036.0,1.0,GLIDE,HANG,KITE,4785.0,HANG,2094.0,1
979,1036.0,1.0,ORDER,FORM,MENU,2442.0,MENU,4815.0,0
980,1036.0,1.0,SAFARI,DESERT,JUNGLE,3917.0,DESERT,3086.0,1
981,1036.0,1.0,TEA,LEAVES,POT,3516.0,LEAVES,2511.0,1
982,1036.0,1.0,DRACULA,SCARY,VAMPIRE,2699.0,SCARY,3135.0,1
983,1036.0,1.0,SWING,TREE,PLAY,4938.0,SET,4079.0,0
984,1036.0,1.0,PARCEL,BOX,BAG,4737.0,BOX,3582.0,1
985,1036.0,1.0,CHIMNEY,BRICK,HOUSE,2556.0,BRICK,2143.0,1
986,1036.0,1.0,STERN,BOAT,STRICT,3929.0,BOAT,4719.0,1
987,1036.0,1.0,CRUNCH,NOISE,CANDY,3604.0,NOISE,2879.0,1
988,1036.0,1.0,SAIL,OCEAN,BOAT,1981.0,OCEAN,4095.0,1
989,1036.0,1.0,EMPIRE,STATE,STATE,3919.0,STATE,2654.0,1
990,1037.0,1.0,DIAMETER,LENGTH,RADIUS,4291.0,LENGTH,13982.0,1
991,1037.0,1.0,STERN,BOAT,FATHER,3826.0,BOAT,2431.0,1
992,1037.0,1.0,CHUNK,BLOCK,MASS,4539.0,MASS,19790.0,0
993,1037.0,1.0,EYES,COLOR,SHUT,2724.0,COLOR,6174.0,1
994,1037.0,1.0,FUGITIVE,RUN,PRISON,4504.0,ESCAPE,24094.0,0
995,1037.0,1.0,SAFARI,DESERT,ADVENTURE,3093.0,DESERT,6351.0,1
996,1037.0,1.0,SIDE,ORDER,LENT,4909.0,ORDER,3711.0,1
997,1037.0,1.0,EMPIRE,STATE,STATE,3578.0,STATE,2142.0,1
998,1037.0,1.0,COURAGEOUS,LION,BRAVE,3229.0,LION,2431.0,1
999,1037.0,1.0,PARCEL,BOX,PACKAGE,2745.0,BOX,1982.0,1
1000,1037.0,1.0,LAUNDRY,SOAP,SHOOT,2992.0,ROOM,9903.0,0
1001,1037.0,1.0,TEA,LEAVES,BAG,2998.0,LEAVES,3134.0,1
1002,1037.0,1.0,ELEVATOR,BUILDING,DOOR,1975.0,BUILDING,3886.0,1
1003,1037.0,1.0,ORDER,FORM,SIDE,2574.0,SIDE,4079.0,0
1004,1037.0,1.0,CHIMNEY,BRICK,SWEEP,2764.0,BRICK,2686.0,1
1005,1037.0,1.0,CRUNCH,NOISE,BAR,2255.0,SOUND,10958.0,0
1006,1037.0,1.0,SAIL,OCEAN,BOAT,2562.0,OCEAN,5742.0,1
1007,1037.0,1.0,HONEYMOON,ROMANCE,PHASE,3175.0,MARRIAGE,17423.0,0
1008,1037.0,1.0,MEASUREMENT,HEIGHT,LENGTH,3705.0,LENGTH,5934.0,0
1009,1037.0,1.0,INTRODUCE,PRESENT,ME,3943.0,PRESENT,4863.0,1
1010,1037.0,1.0,GLIDE,HANG,AIR,4714.0,HANG,5134.0,1
1011,1037.0,1.0,PORTRAY,SHOW,,5000.0,PRESENT,7342.0,0
1012,1037.0,1.0,DRACULA,SCARY,FANGS,3183.0,SCARY,2494.0,1
1013,1037.0,1.0,DANCER,MUSIC,TINY,3062.0,MUSIC,4174.0,1
1014,1037.0,1.0,LATIN,FRENCH,FOOD,3795.0,FRENCH,5070.0,1
1015,1037.0,1.0,WELL,DONE,NES,4997.0,DONE,3311.0,1
1016,1037.0,1.0,SWING,TREE,STATE,2823.0,DANCE,6591.0,0
1017,1037.0,1.0,PRESCRIPTION,PILL,MEDICATIOP,4895.0,PILL,3343.0,1
1018,1037.0,1.0,ROBIN,RED,HOOD,2418.0,RED,1870.0,1
1019,1037.0,1.0,CANYON,MOUNTAIN,GRAND,2574.0,NATURE,5311.0,0
1020,1038.0,1.0,CANYON,MOUNTAIN,COLOR,2189.0,COLOR,2046.0,0
1021,1038.0,1.0,MEASUREMENT,HEIGHT,TAIL,2975.0,HEIGHT,5710.0,1
1022,1038.0,1.0,HONEYMOON,ROMANCE,LOVE,2260.0,ROMANCE,1998.0,1
1023,1038.0,1.0,CRUNCH,NOISE,EAT,2398.0,SOUND,7150.0,0
1024,1038.0,1.0,CHIMNEY,BRICK,HOUSE,2916.0,ROOF,12878.0,0
1025,1038.0,1.0,LATIN,FRENCH,LANGUAGE,3087.0,FRENCH,2158.0,1
1026,1038.0,1.0,PRESCRIPTION,PILL,DRUG,2580.0,PILL,2142.0,1
1027,1038.0,1.0,SAIL,OCEAN,BOAT,2263.0,BOAT,9838.0,0
1028,1038.0,1.0,SIDE,ORDER,SWITCH,3271.0,ORDER,3150.0,1
1029,1038.0,1.0,ORDER,FORM,SIDE,3915.0,FORM,2126.0,1
1030,1038.0,1.0,EYES,COLOR,NOSE,4006.0,COLOR,1662.0,1
1031,1038.0,1.0,COURAGEOUS,LION,BRAVE,2587.0,LION,5694.0,1
1032,1038.0,1.0,SAFARI,DESERT,DESERT,3087.0,DESERT,6686.0,1
1033,1038.0,1.0,ELEVATOR,BUILDING,SONG,3221.0,BUILDING,4414.0,1
1034,1038.0,1.0,INTRODUCE,PRESENT,MYSELF,2796.0,FAREWELL,10382.0,0
1035,1038.0,1.0,ROBIN,RED,SPARROW,3543.0,RED,1534.0,1
1036,1038.0,1.0,WELL,DONE,WILL,3824.0,DONE,8686.0,1
1037,1038.0,1.0,PARCEL,BOX,PACKAGE,2814.0,SHIP,13422.0,0
1038,1038.0,1.0,DANCER,MUSIC,MUSIC,2955.0,ART,10494.0,0
1039,1038.0,1.0,LAUNDRY,SOAP,DETERGENT,3138.0,CLEAN,5022.0,0
1040,1038.0,1.0,STERN,BOAT,PARENT,2628.0,BOAT,14814.0,1
1041,1038.0,1.0,FUGITIVE,RUN,REFUGEE,4062.0,RUN,1886.0,1
1042,1038.0,1.0,EMPIRE,STATE,STATE,3006.0,STATE,2206.0,1
1043,1038.0,1.0,DRACULA,SCARY,VAMPIRE,2704.0,SCARY,2141.0,1
1044,1038.0,1.0,PORTRAY,SHOW,PAINTING,4411.0,SHOW,3422.0,1
1045,1038.0,1.0,GLIDE,HANG,SLIP,3213.0,HANG,5326.0,1
1046,1038.0,1.0,DIAMETER,LENGTH,RADIUS,4513.0,LENGTH,3086.0,1
1047,1038.0,1.0,CHUNK,BLOCK,PIECE,2981.0,BLOCK,2414.0,1
1048,1038.0,1.0,SWING,TREE,SKILL,4357.0,TREE,1998.0,1
1049,1038.0,1.0,TEA,LEAVES,BAG,2912.0,LEAVES,2862.0,1
1050,1039.0,1.0,PORTRAY,SHOW,art,4779.0,SHOW,2383.0,1
1051,1039.0,1.0,GLIDE,HANG,BIRD,4605.0,SWING,4079.0,0
1052,1039.0,1.0,EYES,COLOR,LOOK,3579.0,COLOR,2127.0,1
1053,1039.0,1.0,TEA,LEAVES,LEAF,2325.0,LEAVES,2382.0,1
1054,1039.0,1.0,SAFARI,DESERT,PARK,3701.0,DESERT,3231.0,1
1055,1039.0,1.0,WELL,DONE,HI,4786.0,DONE,4255.0,1
1056,1039.0,1.0,EMPIRE,STATE,BUILDING,4974.0,STATE,2495.0,1
1057,1039.0,1.0,DRACULA,SCARY,VAMPIRE,3209.0,SCARY,2350.0,1
1058,1039.0,1.0,COURAGEOUS,LION,HERO,3930.0,LION,2142.0,1
1059,1039.0,1.0,CRUNCH,NOISE,CHIP,3815.0,NOISE,3615.0,1
1060,1039.0,1.0,LATIN,FRENCH,GREECE,3571.0,FRENCH,2718.0,1
1061,1039.0,1.0,DANCER,MUSIC,BALLET,2673.0,MUSIC,2894.0,1
1062,1039.0,1.0,ROBIN,RED,HOOD,1849.0,RED,1966.0,1
1063,1039.0,1.0,LAUNDRY,SOAP,DETEDRGENT,2696.0,SOAP,3038.0,1
1064,1039.0,1.0,MEASUREMENT,HEIGHT,METER,3145.0,HEIGHT,3326.0,1
1065,1039.0,1.0,FUGITIVE,RUN,CRIMINAL,4498.0,STEAL,8286.0,0
1066,1039.0,1.0,CHUNK,BLOCK,CHIP,3230.0,BLOCK,3103.0,1
1067,1039.0,1.0,PRESCRIPTION,PILL,MEDS,3439.0,PILLS,2942.0,0
1068,1039.0,1.0,SIDE,ORDER,LEFT,3217.0,ORDER,4302.0,1
1069,1039.0,1.0,HONEYMOON,ROMANCE,WEDDING,2869.0,ROMANTIC,2143.0,0
1070,1039.0,1.0,STERN,BOAT,MAD,2695.0,BOAT,4991.0,1
1071,1039.0,1.0,ELEVATOR,BUILDING,RISE,3352.0,UP,2734.0,0
1072,1039.0,1.0,INTRODUCE,PRESENT,FRIEND,3327.0,PRESENT,3135.0,1
1073,1039.0,1.0,ORDER,FORM,MENU,2044.0,FORM,3631.0,1
1074,1039.0,1.0,PARCEL,BOX,DELIVERY,2935.0,DELIVERY,15215.0,0
1075,1039.0,1.0,CANYON,MOUNTAIN,GRAND,2484.0,MOUNTAIN,3630.0,1
1076,1039.0,1.0,SWING,TREE,SET,1853.0,SET,4479.0,0
1077,1039.0,1.0,DIAMETER,LENGTH,CIRCLE,3533.0,CIRCLE,3455.0,0
1078,1039.0,1.0,CHIMNEY,BRICK,ROOF,2062.0,BRICK,2559.0,1
1079,1039.0,1.0,SAIL,OCEAN,BOAT,2541.0,OCEAN,4670.0,1
1080,1040.0,1.0,HONEYMOON,ROMANCE,,5000.0,TRAVEL,5389.0,0
1081,1040.0,1.0,LAUNDRY,SOAP,HONEY,4765.0,,2350.0,0
1082,1040.0,1.0,PARCEL,BOX,PENDING,2858.0,BOX,2206.0,1
1083,1040.0,1.0,GLIDE,HANG,FLY,4096.0,SWING,5246.0,0
1084,1040.0,1.0,CHIMNEY,BRICK,CINE,4742.0,,4142.0,0
1085,1040.0,1.0,WELL,DONE,GOOD,3612.0,GOOD,7710.0,0
1086,1040.0,1.0,INTRODUCE,PRESENT,NAME,3021.0,PRESENTATION,4478.0,0
1087,1040.0,1.0,ROBIN,RED,TREE,4429.0,RED,1550.0,1
1088,1040.0,1.0,CRUNCH,NOISE,SMOOTH,3969.0,COOKIES,2894.0,0
1089,1040.0,1.0,SIDE,ORDER,EFFECT,3540.0,,2638.0,0
1090,1040.0,1.0,FUGITIVE,RUN,C,4994.0,TREE,5005.0,0
1091,1040.0,1.0,DRACULA,SCARY,DRAGON,4245.0,,4189.0,0
1092,1040.0,1.0,EYES,COLOR,,4681.0,MOUTH,3422.0,0
1093,1040.0,1.0,PORTRAY,SHOW,GRAPH,3771.0,PICTURE,17567.0,0
1094,1040.0,1.0,CANYON,MOUNTAIN,EXPLODE,4909.0,MOUNTAIN,5502.0,1
1095,1040.0,1.0,CHUNK,BLOCK,TRUNK,4718.0,,2206.0,0
1096,1040.0,1.0,TEA,LEAVES,CUP,2576.0,LEAVES,9182.0,1
1097,1040.0,1.0,SAFARI,DESERT,BROWSER,3384.0,,15278.0,0
1098,1040.0,1.0,EMPIRE,STATE,KINGDOM,4349.0, STATE,15354.0,0
1099,1040.0,1.0,LATIN,FRENCH,AMERICANS,4530.0,FRENCH,8125.0,1
1100,1040.0,1.0,DANCER,MUSIC,WOMAN,4983.0,,4158.0,0
1101,1040.0,1.0,SAIL,OCEAN,SEA,2873.0,OCEAN,2974.0,1
1102,1040.0,1.0,MEASUREMENT,HEIGHT,INCHES,3049.0,HEIGHT,4318.0,1
1103,1040.0,1.0,SWING,TREE,POOL,2803.0,TREE,3181.0,1
1104,1040.0,1.0,ELEVATOR,BUILDING,TAKE,3453.0,,6830.0,0
1105,1040.0,1.0,PRESCRIPTION,PILL,DESCRIPTION,4994.0,PILLS,3470.0,0
1106,1040.0,1.0,DIAMETER,LENGTH,MILES,3625.0,LENGTH,2541.0,1
1107,1040.0,1.0,STERN,BOAT,COLLEG,4962.0,,2558.0,0
1108,1040.0,1.0,ORDER,FORM,PAIR,2806.0,,9230.0,0
1109,1040.0,1.0,COURAGEOUS,LION,BEUTIFUL,5001.0,LION,3070.0,1
1110,1041.0,1.0,PARCEL,BOX,sPARCEL,4878.0,SPACE,4926.0,0
1111,1041.0,1.0,TEA,LEAVES,BAG,4635.0,LEAVES,3630.0,1
1112,1041.0,1.0,HONEYMOON,ROMANCE,ROMANTIC,4562.0,ROMANCE,3263.0,1
1113,1041.0,1.0,ORDER,FORM,RESTU,3892.0,FORM,3982.0,1
1114,1041.0,1.0,PRESCRIPTION,PILL,DOCTOR,3179.0,PILL,4493.0,1
1115,1041.0,1.0,WELL,DONE,BEING,3912.0,GOOD,5645.0,0
1116,1041.0,1.0,EYES,COLOR,MOUTH,2582.0,COLOR,3198.0,1
1117,1041.0,1.0,CANYON,MOUNTAIN,DEEP,3273.0,MOUNTAIN,6157.0,1
1118,1041.0,1.0,LATIN,FRENCH,GREEK,3640.0,FRENCH,4477.0,1
1119,1041.0,1.0,DANCER,MUSIC,SINGER,3153.0,MUSIC,5662.0,1
1120,1041.0,1.0,LAUNDRY,SOAP,DETREGENT,3527.0,SOAP,2750.0,1
1121,1041.0,1.0,DRACULA,SCARY,BLOOD,4215.0,SCARY,3854.0,1
1122,1041.0,1.0,CRUNCH,NOISE,FOOD,4670.0,PEICE,7118.0,0
1123,1041.0,1.0,EMPIRE,STATE,BUISNE,5002.0,STATE,2606.0,1
1124,1041.0,1.0,ELEVATOR,BUILDING,DOORS,3869.0,BUILDING,4590.0,1
1125,1041.0,1.0,PORTRAY,SHOW,ACTING,4995.0,ACTING,18942.0,0
1126,1041.0,1.0,SIDE,ORDER,CHA,4873.0,TAKE,11166.0,0
1127,1041.0,1.0,INTRODUCE,PRESENT,MEET,3541.0,PRESENT,4974.0,1
1128,1041.0,1.0,STERN,BOAT,TALKING ,4510.0,OCEAN,4126.0,0
