participant,phase,condition,cue,target,response,rt,correct,Column1,Column2
1036,learn,1,DANCER,MUSIC,BALLET,4795,2,,
1036,learn,1,ROBIN,RED,HOOD,4117,2,,
1036,learn,1,CHUNK,BLOCK,BIG,3210,2,,
1036,learn,1,DIAMETER,LENGTH,CIRCUMFRENCE,4495,2,,
1036,learn,1,PORTRAY,SHOW,SHOW,3828,1,,
1036,learn,1,FUGITIVE,RUN,CRIMINAL,4168,2,,
1036,learn,1,INTRODUCE,PRESENT,KNOW,4556,2,,
1036,learn,1,WELL,DONE,OK,4426,2,,
1036,learn,1,PRESCRIPTION,PILL,MEDICINE,3499,2,,
1036,learn,1,EYES,COLOR,VISION,3539,2,,
1036,learn,1,HONEYMOON,ROMANCE,ROMANTIC,3626,2,,
1036,learn,1,ELEVATOR,BUILDING,STAIRS,3683,2,,
1036,learn,1,LAUNDRY,SOAP,CLOTHES,3423,2,,
1036,learn,1,COURAGEOUS,LION,BRAVE,2701,2,,
1036,learn,1,GLIDE,HANG,KITE,4785,2,,
1036,learn,1,ORDER,FORM,MENU,2442,2,,
1036,learn,1,SAFARI,DESERT,JUNGLE,3917,2,,
1036,learn,1,TEA,LEAVES,POT,3516,2,,
1036,learn,1,DRACULA,SCARY,VAMPIRE,2699,2,,
1036,learn,1,SWING,TREE,PLAY,4938,2,,change 3>2 bc full response
1036,learn,1,PARCEL,BOX,BAG,4737,2,,
1036,learn,1,CHIMNEY,BRICK,HOUSE,2556,2,,
1036,learn,1,STERN,BOAT,STRICT,3929,2,,
1036,learn,1,CRUNCH,NOISE,CANDY,3604,2,,
1036,learn,1,SAIL,OCEAN,BOAT,1981,2,,
1036,learn,1,EMPIRE,STATE,STATE,3919,1,,
1036,test,2,THEOREM,GEOMETRY, GEOMETRY,4699,1,,change 2>1 bc space infront of correct
1036,test,2,GRADUATE,CAP,CAP,1903,1,,
1036,test,2,CRITIC,ANALYZE,FOOD,6080,2,,
1036,test,1,DRACULA,SCARY,SCARY,3135,1,,
1036,test,1,STERN,BOAT,BOAT,4719,1,,
1036,test,2,COOKOUT,HAMBURGER,HAMBURGER,3743,1,,
1036,test,2,HOTEL,BED,SHEET,7550,2,,
1036,test,1,DIAMETER,LENGTH,LENGTH,3231,1,,
1036,test,2,FREEWAY,ROAD,ROAD,5582,1,,
1036,test,1,GLIDE,HANG,HANG,2094,1,,
1036,test,1,COURAGEOUS,LION,LION,2782,1,,
1036,test,2,VISIT,LEAVE,LOOK,16542,2,,
1036,test,1,EMPIRE,STATE,STATE,2654,1,,
1036,test,1,SAFARI,DESERT,DESERT,3086,1,,
1036,test,1,INTRODUCE,PRESENT,CLASSMATE,8575,2,,
1036,test,1,HONEYMOON,ROMANCE,ROMANCE,3710,1,,
1036,test,2,NATURE,FOREST,FOREST,6511,1,,
1036,test,1,EYES,COLOR,COLOR,2431,1,,
1036,test,2,BISCUIT,COOKIE,COOKIE,2095,1,,
1036,test,2,ANNUAL,PICNIC,PICNIC,2270,1,,
1036,test,1,SAIL,OCEAN,OCEAN,4095,1,,
1036,test,2,ANCESTOR,FAMILY,FAMILY,2047,1,,
1036,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,3551,1,,
1036,test,1,CANYON,MOUNTAIN,MOUNTAIN,6063,1,,
1036,test,1,PORTRAY,SHOW,SHOW,2751,1,,
1036,test,2,SALES,CLOTHES,CLOTHES,6239,1,,
1036,test,1,PRESCRIPTION,PILL,PILL,2031,1,,
1036,test,2,TASTY,TREAT,FOOD,14463,2,,
1036,test,2,HUT,ISLAND,ISLAND,2111,1,,
1036,test,1,TEA,LEAVES,LEAVES,2511,1,,
1036,test,1,ROBIN,RED,RED,2239,1,,
1036,test,2,SOUTH,WEST,WEST,1871,1,,
1036,test,1,MEASUREMENT,HEIGHT,HEIGHT,6047,1,,
1036,test,2,LIE,STEAL,STAND,11183,2,,
1036,test,1,WELL,DONE,FINE,13967,2,,
1036,test,1,CRUNCH,NOISE,NOISE,2879,1,,
1036,test,2,ASSISTANCE,HELPER,HELP,2447,2,,
1036,test,2,USURP,TAKE,BURP,8639,2,,
1036,test,2,EVICT,APARTMENT,APARTMENT,3775,1,,
1036,test,2,FILTHY,DIRT,TRASH,4047,2,,
1036,test,1,CHIMNEY,BRICK,BRICK,2143,1,,
1036,test,1,LAUNDRY,SOAP,SOAP,1902,1,,
1036,test,1,PARCEL,BOX,BOX,3582,1,,
1036,test,1,DANCER,MUSIC,MUSIC,3982,1,,
1036,test,2,SINK,HOLE,HOLE,2718,1,,
1036,test,1,LATIN,FRENCH,FRENCH,4062,1,,
1036,test,2,BATTERY,RADIO,CHARGE,3214,2,,
1036,test,1,SIDE,ORDER,ORDER,8943,1,,
1036,test,2,VALLEY,LOW,LOW,4814,1,,
1036,test,1,ELEVATOR,BUILDING,BUILDING,3007,1,,
1036,test,1,SWING,TREE,SET,4079,2,,
1036,test,2,BLOCKADE,WALL,BARRIER,4943,2,,
1036,test,1,ORDER,FORM,MENU,4815,2,,
1036,test,1,FUGITIVE,RUN,RUN,1919,1,,
1036,test,1,CHUNK,BLOCK,BLOCK,3487,1,,
1036,test,2,ENERGY,SUN,SUN,2399,1,,
1036,test,2,MODEL,CAR,RUNWAY,21919,2,,
1036,test,2,NOODLES,CHICKEN,SPAGHETTI,10223,2,,
1036,test,2,UNCOMMON,UNIQUE,UNIQUE,3455,1,,
1036,test,2,STAR,NIGHT,BRIGHT,5983,2,,
1037,learn,1,DIAMETER,LENGTH,RADIUS,4291,2,,change 3>2 bc full response
1037,learn,1,STERN,BOAT,FATHER,3826,2,,
1037,learn,1,CHUNK,BLOCK,MASS,4539,2,,
1037,learn,1,EYES,COLOR,SHUT,2724,2,,
1037,learn,1,FUGITIVE,RUN,PRISON,4504,2,,
1037,learn,1,SAFARI,DESERT,ADVENTURE,3093,2,,
1037,learn,1,SIDE,ORDER,LENT,4909,3,,
1037,learn,1,EMPIRE,STATE,STATE,3578,1,,
1037,learn,1,COURAGEOUS,LION,BRAVE,3229,2,,
1037,learn,1,PARCEL,BOX,PACKAGE,2745,2,,
1037,learn,1,LAUNDRY,SOAP,SHOOT,2992,2,,
1037,learn,1,TEA,LEAVES,BAG,2998,2,,
1037,learn,1,ELEVATOR,BUILDING,DOOR,1975,2,,
1037,learn,1,ORDER,FORM,SIDE,2574,2,,
1037,learn,1,CHIMNEY,BRICK,SWEEP,2764,2,,
1037,learn,1,CRUNCH,NOISE,BAR,2255,2,,
1037,learn,1,SAIL,OCEAN,BOAT,2562,2,,
1037,learn,1,HONEYMOON,ROMANCE,PHASE,3175,2,,
1037,learn,1,MEASUREMENT,HEIGHT,LENGTH,3705,2,,
1037,learn,1,INTRODUCE,PRESENT,ME,3943,2,,
1037,learn,1,GLIDE,HANG,AIR,4714,2,,
1037,learn,1,PORTRAY,SHOW,,5000,3,,
1037,learn,1,DRACULA,SCARY,FANGS,3183,2,,
1037,learn,1,DANCER,MUSIC,TINY,3062,2,,
1037,learn,1,LATIN,FRENCH,FOOD,3795,2,,
1037,learn,1,WELL,DONE,NES,4997,3,,
1037,learn,1,SWING,TREE,STATE,2823,2,,
1037,learn,1,PRESCRIPTION,PILL,MEDICATIOP,4895,2,,change 3>2 bc full response and typo
1037,learn,1,ROBIN,RED,HOOD,2418,2,,
1037,learn,1,CANYON,MOUNTAIN,GRAND,2574,2,,
1037,test,2,SALES,CLOTHES, CLOTHING,3729,2,,
1037,test,1,PARCEL,BOX,BOX,1982,1,,
1037,test,1,CHIMNEY,BRICK,BRICK,2686,1,,
1037,test,1,SIDE,ORDER,ORDER,3711,1,,
1037,test,2,UNCOMMON,UNIQUE,UNIQUE,2766,1,,
1037,test,1,ORDER,FORM,SIDE,4079,2,,
1037,test,1,DANCER,MUSIC,MUSIC,4174,1,,
1037,test,2,THEOREM,GEOMETRY,GEOMETRY,2830,1,,
1037,test,1,EMPIRE,STATE,STATE,2142,1,,
1037,test,2,NATURE,FOREST,CANYON,5118,2,,
1037,test,1,DRACULA,SCARY,SCARY,2494,1,,
1037,test,1,WELL,DONE,DONE,3311,1,,
1037,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,3486,1,,
1037,test,1,MEASUREMENT,HEIGHT,LENGTH,5934,2,,
1037,test,2,USURP,TAKE,TAKE,3343,1,,
1037,test,1,PRESCRIPTION,PILL,PILL,3343,1,,
1037,test,2,FILTHY,DIRT,DIRT,2911,1,,
1037,test,2,ANNUAL,PICNIC,PICNIC,3294,1,,
1037,test,1,SWING,TREE,DANCE,6591,2,,
1037,test,1,SAFARI,DESERT,DESERT,6351,1,,
1037,test,2,MODEL,CAR,CITIZEN,6543,2,,
1037,test,1,INTRODUCE,PRESENT,PRESENT,4863,1,,
1037,test,2,SINK,HOLE,HOLE,3023,1,,
1037,test,2,HOTEL,BED,BED,1983,1,,
1037,test,1,STERN,BOAT,BOAT,2431,1,,
1037,test,1,CHUNK,BLOCK,MASS,19790,2,,
1037,test,1,EYES,COLOR,COLOR,6174,1,,
1037,test,1,PORTRAY,SHOW,PRESENT,7342,2,,
1037,test,1,CRUNCH,NOISE,SOUND,10958,2,,
1037,test,2,CRITIC,ANALYZE,ANALYZE,3966,1,,
1037,test,1,ELEVATOR,BUILDING,BUILDING,3886,1,,
1037,test,2,ASSISTANCE,HELPER,HELPER,2990,1,,
1037,test,2,ANCESTOR,FAMILY,FAMILY,3422,1,,
1037,test,2,TASTY,TREAT,TREAT,4350,1,,
1037,test,2,COOKOUT,HAMBURGER,HAMBURGER,4382,1,,
1037,test,1,HONEYMOON,ROMANCE,MARRIAGE,17423,2,,
1037,test,2,EVICT,APARTMENT,APARTMENT,8030,1,,
1037,test,2,STAR,NIGHT,NIGHT,4638,1,,
1037,test,1,SAIL,OCEAN,OCEAN,5742,1,,
1037,test,2,LIE,STEAL,THIEF,6910,2,,
1037,test,1,DIAMETER,LENGTH,LENGTH,13982,1,,
1037,test,2,GRADUATE,CAP,CAP,5006,1,,
1037,test,1,ROBIN,RED,RED,1870,1,,
1037,test,2,BLOCKADE,WALL,WALL,2334,1,,
1037,test,2,BISCUIT,COOKIE,COOKIE,2558,1,,
1037,test,1,FUGITIVE,RUN,ESCAPE,24094,2,,
1037,test,2,FREEWAY,ROAD,ROAD,3342,1,,
1037,test,1,GLIDE,HANG,HANG,5134,1,,
1037,test,2,NOODLES,CHICKEN,CHICKEN,4366,1,,
1037,test,2,ENERGY,SUN,SUN,4782,1,,
1037,test,1,TEA,LEAVES,LEAVES,3134,1,,
1037,test,1,LATIN,FRENCH,FRENCH,5070,1,,
1037,test,2,BATTERY,RADIO,RADIO,3182,1,,
1037,test,2,VALLEY,LOW,LOW,2830,1,,
1037,test,2,SOUTH,WEST,WEST,4382,1,,
1037,test,2,VISIT,LEAVE,LEAVE,17262,1,,
1037,test,1,LAUNDRY,SOAP,ROOM,9903,2,,
1037,test,1,COURAGEOUS,LION,LION,2431,1,,
1037,test,2,HUT,ISLAND,ISLAND,3039,1,,
1037,test,1,CANYON,MOUNTAIN,NATURE,5311,2,,
1038,learn,1,CANYON,MOUNTAIN,COLOR,2189,2,,
1038,learn,1,MEASUREMENT,HEIGHT,TAIL,2975,2,,
1038,learn,1,HONEYMOON,ROMANCE,LOVE,2260,2,,
1038,learn,1,CRUNCH,NOISE,EAT,2398,2,,
1038,learn,1,CHIMNEY,BRICK,HOUSE,2916,2,,
1038,learn,1,LATIN,FRENCH,LANGUAGE,3087,2,,
1038,learn,1,PRESCRIPTION,PILL,DRUG,2580,2,,
1038,learn,1,SAIL,OCEAN,BOAT,2263,2,,
1038,learn,1,SIDE,ORDER,SWITCH,3271,2,,
1038,learn,1,ORDER,FORM,SIDE,3915,2,,
1038,learn,1,EYES,COLOR,NOSE,4006,2,,
1038,learn,1,COURAGEOUS,LION,BRAVE,2587,2,,
1038,learn,1,SAFARI,DESERT,DESERT,3087,1,,
1038,learn,1,ELEVATOR,BUILDING,SONG,3221,2,,
1038,learn,1,INTRODUCE,PRESENT,MYSELF,2796,2,,
1038,learn,1,ROBIN,RED,SPARROW,3543,2,,
1038,learn,1,WELL,DONE,WILL,3824,2,,
1038,learn,1,PARCEL,BOX,PACKAGE,2814,2,,
1038,learn,1,DANCER,MUSIC,MUSIC,2955,1,,
1038,learn,1,LAUNDRY,SOAP,DETERGENT,3138,2,,
1038,learn,1,STERN,BOAT,PARENT,2628,2,,
1038,learn,1,FUGITIVE,RUN,REFUGEE,4062,2,,
1038,learn,1,EMPIRE,STATE,STATE,3006,1,,
1038,learn,1,DRACULA,SCARY,VAMPIRE,2704,2,,
1038,learn,1,PORTRAY,SHOW,PAINTING,4411,2,,
1038,learn,1,GLIDE,HANG,SLIP,3213,2,,
1038,learn,1,DIAMETER,LENGTH,RADIUS,4513,2,,
1038,learn,1,CHUNK,BLOCK,PIECE,2981,2,,
1038,learn,1,SWING,TREE,SKILL,4357,2,,
1038,learn,1,TEA,LEAVES,BAG,2912,2,,
1038,test,2,HUT,ISLAND, VILLAGE,21114,2,,
1038,test,2,ENERGY,SUN,SUN,1949,1,,
1038,test,1,SWING,TREE,TREE,1998,1,,
1038,test,2,NATURE,FOREST,FOREST,2110,1,,
1038,test,2,UNCOMMON,UNIQUE,UNIQUE,2206,1,,
1038,test,1,ELEVATOR,BUILDING,BUILDING,4414,1,,
1038,test,2,SINK,HOLE,FLOAT,9086,2,,
1038,test,2,BLOCKADE,WALL,COLUMN,6686,2,,
1038,test,2,HOTEL,BED,BED,1822,1,,
1038,test,1,CHIMNEY,BRICK,ROOF,12878,2,,
1038,test,1,STERN,BOAT,BOAT,14814,1,,
1038,test,2,NOODLES,CHICKEN,CHICKEN,2350,1,,
1038,test,1,TEA,LEAVES,LEAVES,2862,1,,
1038,test,1,MEASUREMENT,HEIGHT,HEIGHT,5710,1,,
1038,test,1,COURAGEOUS,LION,LION,5694,1,,
1038,test,1,EMPIRE,STATE,STATE,2206,1,,
1038,test,1,HONEYMOON,ROMANCE,ROMANCE,1998,1,,
1038,test,2,ANCESTOR,FAMILY,FAMILY,2126,1,,
1038,test,1,GLIDE,HANG,HANG,5326,1,,
1038,test,2,EVICT,APARTMENT,APARTMENT,2382,1,,
1038,test,1,SAFARI,DESERT,DESERT,6686,1,,
1038,test,1,CANYON,MOUNTAIN,COLOR,2046,2,,
1038,test,2,FILTHY,DIRT,DIRT,4030,1,,
1038,test,1,WELL,DONE,DONE,8686,1,,
1038,test,1,PRESCRIPTION,PILL,PILL,2142,1,,
1038,test,1,FUGITIVE,RUN,RUN,1886,1,,
1038,test,2,GRADUATE,CAP,CAP,1822,1,,
1038,test,2,ASSISTANCE,HELPER,HELPER,4094,1,,
1038,test,1,LATIN,FRENCH,FRENCH,2158,1,,
1038,test,2,BATTERY,RADIO,RADIO,3214,1,,
1038,test,2,MODEL,CAR,CAR,3358,1,,
1038,test,2,STAR,NIGHT,LIGHT,3101,2,,
1038,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,3694,1,,
1038,test,2,CRITIC,ANALYZE,ANALYZE,2205,1,,
1038,test,1,DRACULA,SCARY,SCARY,2141,1,,
1038,test,1,DANCER,MUSIC,ART,10494,2,,
1038,test,2,BISCUIT,COOKIE,CRUMPET,6590,2,,
1038,test,1,DIAMETER,LENGTH,LENGTH,3086,1,,
1038,test,1,LAUNDRY,SOAP,CLEAN,5022,2,,
1038,test,2,FREEWAY,ROAD,ROAD,1454,1,,
1038,test,2,VALLEY,LOW,LOW,2078,1,,
1038,test,2,COOKOUT,HAMBURGER,HAMBURGER,7678,1,,
1038,test,1,PARCEL,BOX,SHIP,13422,2,,
1038,test,2,SALES,CLOTHES,RAISE,5022,2,,
1038,test,1,CHUNK,BLOCK,BLOCK,2414,1,,
1038,test,2,THEOREM,GEOMETRY,GEOMETRY,3134,1,,
1038,test,2,LIE,STEAL,STEAL,7982,1,,
1038,test,1,CRUNCH,NOISE,SOUND,7150,2,,
1038,test,2,ANNUAL,PICNIC,PICNIC,2669,1,,
1038,test,1,SIDE,ORDER,ORDER,3150,1,,
1038,test,2,SOUTH,WEST,EAST,6558,2,,
1038,test,2,TASTY,TREAT,TREAT,2510,1,,
1038,test,1,PORTRAY,SHOW,SHOW,3422,1,,
1038,test,1,ROBIN,RED,RED,1534,1,,
1038,test,1,INTRODUCE,PRESENT,FAREWELL,10382,2,,
1038,test,2,VISIT,LEAVE,HOME,6158,2,,
1038,test,1,SAIL,OCEAN,BOAT,9838,2,,
1038,test,1,ORDER,FORM,FORM,2126,1,,
1038,test,1,EYES,COLOR,COLOR,1662,1,,
1038,test,2,USURP,TAKE,TAKE,4974,1,,
1039,learn,1,PORTRAY,SHOW,art,4779,2,,
1039,learn,1,GLIDE,HANG,BIRD,4605,2,,
1039,learn,1,EYES,COLOR,LOOK,3579,2,,
1039,learn,1,TEA,LEAVES,LEAF,2325,1,,change 2>1 bc plural
1039,learn,1,SAFARI,DESERT,PARK,3701,2,,
1039,learn,1,WELL,DONE,HI,4786,2,,change 3>2 bc full response
1039,learn,1,EMPIRE,STATE,BUILDING,4974,2,,change 3>2 bc full response
1039,learn,1,DRACULA,SCARY,VAMPIRE,3209,2,,
1039,learn,1,COURAGEOUS,LION,HERO,3930,2,,
1039,learn,1,CRUNCH,NOISE,CHIP,3815,2,,
1039,learn,1,LATIN,FRENCH,GREECE,3571,2,,
1039,learn,1,DANCER,MUSIC,BALLET,2673,2,,
1039,learn,1,ROBIN,RED,HOOD,1849,2,,
1039,learn,1,LAUNDRY,SOAP,DETEDRGENT,2696,2,,
1039,learn,1,MEASUREMENT,HEIGHT,METER,3145,2,,
1039,learn,1,FUGITIVE,RUN,CRIMINAL,4498,2,,
1039,learn,1,CHUNK,BLOCK,CHIP,3230,2,,
1039,learn,1,PRESCRIPTION,PILL,MEDS,3439,2,,
1039,learn,1,SIDE,ORDER,LEFT,3217,2,,
1039,learn,1,HONEYMOON,ROMANCE,WEDDING,2869,2,,
1039,learn,1,STERN,BOAT,MAD,2695,2,,
1039,learn,1,ELEVATOR,BUILDING,RISE,3352,2,,
1039,learn,1,INTRODUCE,PRESENT,FRIEND,3327,2,,
1039,learn,1,ORDER,FORM,MENU,2044,2,,
1039,learn,1,PARCEL,BOX,DELIVERY,2935,2,,
1039,learn,1,CANYON,MOUNTAIN,GRAND,2484,2,,
1039,learn,1,SWING,TREE,SET,1853,2,,
1039,learn,1,DIAMETER,LENGTH,CIRCLE,3533,2,,
1039,learn,1,CHIMNEY,BRICK,ROOF,2062,2,,
1039,learn,1,SAIL,OCEAN,BOAT,2541,2,,
1039,test,2,VALLEY,LOW, LOW,4794,1,,change 2>1 bc space infront of correct
1039,test,1,SAFARI,DESERT,DESERT,3231,1,,
1039,test,2,EVICT,APARTMENT,APARTMENT,6399,1,,
1039,test,1,EMPIRE,STATE,STATE,2495,1,,
1039,test,2,VISIT,LEAVE,FAMILY,12255,2,,
1039,test,2,SINK,HOLE,WET,5311,2,,
1039,test,1,PARCEL,BOX,DELIVERY,15215,2,,
1039,test,2,ANCESTOR,FAMILY,FAMILY,3039,1,,
1039,test,2,COOKOUT,HAMBURGER,DAY,6063,2,,
1039,test,1,CHUNK,BLOCK,BLOCK,3103,1,,
1039,test,1,CRUNCH,NOISE,NOISE,3615,1,,
1039,test,1,SWING,TREE,SET,4479,2,,
1039,test,1,EYES,COLOR,COLOR,2127,1,,
1039,test,1,STERN,BOAT,BOAT,4991,1,,
1039,test,1,PORTRAY,SHOW,SHOW,2383,1,,
1039,test,2,HOTEL,BED,STAY,2687,2,,
1039,test,2,GRADUATE,CAP,CAP,3887,1,,
1039,test,1,INTRODUCE,PRESENT,PRESENT,3135,1,,
1039,test,2,CRITIC,ANALYZE,ANALYZE,3167,1,,
1039,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,3439,1,,
1039,test,2,UNCOMMON,UNIQUE,UNIQUE,2591,1,,
1039,test,2,ANNUAL,PICNIC,EVENT,3007,2,,
1039,test,2,THEOREM,GEOMETRY,GEOMETRY,3807,1,,
1039,test,2,NATURE,FOREST,LIFE,3247,2,,
1039,test,1,CHIMNEY,BRICK,BRICK,2559,1,,
1039,test,1,GLIDE,HANG,SWING,4079,2,,
1039,test,1,HONEYMOON,ROMANCE,ROMANTIC,2143,2,,
1039,test,2,FREEWAY,ROAD,ROAD,1951,1,,
1039,test,2,NOODLES,CHICKEN,MEATBALLS,3519,2,,
1039,test,1,DANCER,MUSIC,MUSIC,2894,1,,
1039,test,2,TASTY,TREAT,TREAT,2478,1,,
1039,test,2,HUT,ISLAND,ISLAND,2574,1,,
1039,test,2,ENERGY,SUN,LIVELY,7166,2,,
1039,test,1,CANYON,MOUNTAIN,MOUNTAIN,3630,1,,
1039,test,2,SOUTH,WEST,WEST,2222,1,,
1039,test,1,COURAGEOUS,LION,LION,2142,1,,
1039,test,1,TEA,LEAVES,LEAVES,2382,1,,
1039,test,2,BLOCKADE,WALL,ROAD,3774,2,,
1039,test,2,BATTERY,RADIO,LIFE,1758,2,,
1039,test,1,SAIL,OCEAN,OCEAN,4670,1,,
1039,test,1,FUGITIVE,RUN,STEAL,8286,2,,
1039,test,1,WELL,DONE,DONE,4255,1,,
1039,test,1,ORDER,FORM,FORM,3631,1,,
1039,test,2,LIE,STEAL,CRIMINAL,4751,2,,
1039,test,2,BISCUIT,COOKIE,COOKIE,1903,1,,
1039,test,2,USURP,TAKE,TAKE,3983,1,,
1039,test,2,MODEL,CAR,CAR,3327,1,,
1039,test,1,DIAMETER,LENGTH,CIRCLE,3455,2,,
1039,test,1,ROBIN,RED,RED,1966,1,,
1039,test,2,SALES,CLOTHES,CAR,5502,2,,
1039,test,1,ELEVATOR,BUILDING,UP,2734,2,,
1039,test,1,SIDE,ORDER,ORDER,4302,1,,
1039,test,1,LAUNDRY,SOAP,SOAP,3038,1,,
1039,test,2,ASSISTANCE,HELPER,HELP,2862,2,,
1039,test,1,DRACULA,SCARY,SCARY,2350,1,,
1039,test,2,STAR,NIGHT,NIGHT,3214,1,,
1039,test,1,LATIN,FRENCH,FRENCH,2718,1,,
1039,test,1,MEASUREMENT,HEIGHT,HEIGHT,3326,1,,
1039,test,1,PRESCRIPTION,PILL,PILLS,2942,1,,change 2>1 bc plural
1039,test,2,FILTHY,DIRT,DIRTY,1950,2,,
1040,learn,1,HONEYMOON,ROMANCE,,5000,3,,
1040,learn,1,LAUNDRY,SOAP,HONEY,4765,2,,
1040,learn,1,PARCEL,BOX,PENDING,2858,2,,
1040,learn,1,GLIDE,HANG,FLY,4096,2,,
1040,learn,1,CHIMNEY,BRICK,CINE,4742,2,,
1040,learn,1,WELL,DONE,GOOD,3612,2,,
1040,learn,1,INTRODUCE,PRESENT,NAME,3021,2,,
1040,learn,1,ROBIN,RED,TREE,4429,2,,
1040,learn,1,CRUNCH,NOISE,SMOOTH,3969,2,,
1040,learn,1,SIDE,ORDER,EFFECT,3540,2,,
1040,learn,1,FUGITIVE,RUN,C,4994,3,,
1040,learn,1,DRACULA,SCARY,DRAGON,4245,2,,
1040,learn,1,EYES,COLOR,,4681,3,,
1040,learn,1,PORTRAY,SHOW,GRAPH,3771,2,,
1040,learn,1,CANYON,MOUNTAIN,EXPLODE,4909,2,,
1040,learn,1,CHUNK,BLOCK,TRUNK,4718,2,,
1040,learn,1,TEA,LEAVES,CUP,2576,2,,
1040,learn,1,SAFARI,DESERT,BROWSER,3384,2,,
1040,learn,1,EMPIRE,STATE,KINGDOM,4349,2,,
1040,learn,1,LATIN,FRENCH,AMERICANS,4530,2,,
1040,learn,1,DANCER,MUSIC,WOMAN,4983,2,,
1040,learn,1,SAIL,OCEAN,SEA,2873,2,,
1040,learn,1,MEASUREMENT,HEIGHT,INCHES,3049,2,,
1040,learn,1,SWING,TREE,POOL,2803,2,,
1040,learn,1,ELEVATOR,BUILDING,TAKE,3453,2,,
1040,learn,1,PRESCRIPTION,PILL,DESCRIPTION,4994,2,,
1040,learn,1,DIAMETER,LENGTH,MILES,3625,2,,
1040,learn,1,STERN,BOAT,COLLEG,4962,2,,change 3>2 bc full response
1040,learn,1,ORDER,FORM,PAIR,2806,2,,
1040,learn,1,COURAGEOUS,LION,BEUTIFUL,5001,2,,change 3>2 bc full response
1040,test,1,EMPIRE,STATE, STATE,15354,1,,change 2>1 bc space infront of correct
1040,test,1,FUGITIVE,RUN,TREE,5005,2,,
1040,test,1,COURAGEOUS,LION,LION,3070,1,,
1040,test,1,ROBIN,RED,RED,1550,1,,
1040,test,2,ANCESTOR,FAMILY,FAMILY,2239,1,,
1040,test,2,HUT,ISLAND,,8782,2,,
1040,test,2,MODEL,CAR,CAR,1902,1,,
1040,test,2,ASSISTANCE,HELPER,HELPER,5262,1,,
1040,test,2,COOKOUT,HAMBURGER,CRUNCH,7949,2,,
1040,test,1,ORDER,FORM,,9230,2,,
1040,test,1,DIAMETER,LENGTH,LENGTH,2541,1,,
1040,test,2,UNCOMMON,UNIQUE,UNIQUE,2573,1,,
1040,test,2,USURP,TAKE,SWING,5421,2,,
1040,test,2,TASTY,TREAT,TREAT,2557,1,,
1040,test,1,SAIL,OCEAN,OCEAN,2974,1,,
1040,test,2,SOUTH,WEST,WEST,3902,1,,
1040,test,1,MEASUREMENT,HEIGHT,HEIGHT,4318,1,,
1040,test,1,EYES,COLOR,MOUTH,3422,2,,
1040,test,1,CHIMNEY,BRICK,,4142,2,,
1040,test,2,HOTEL,BED,BED,1438,1,,
1040,test,1,TEA,LEAVES,LEAVES,9182,1,,
1040,test,1,PARCEL,BOX,BOX,2206,1,,
1040,test,2,FREEWAY,ROAD,PATH,7742,2,,
1040,test,2,VISIT,LEAVE,LEAVE,2510,1,,
1040,test,2,ENERGY,SUN,BATTERY,3518,2,,
1040,test,2,VALLEY,LOW,LOW,2062,1,,
1040,test,2,CRITIC,ANALYZE,ANALYZE,6718,1,,
1040,test,2,NOODLES,CHICKEN,CHICKEN,8718,1,,
1040,test,2,LIE,STEAL,STEAL,2702,1,,
1040,test,1,WELL,DONE,GOOD,7710,2,,
1040,test,1,CRUNCH,NOISE,COOKIES,2894,2,,
1040,test,1,SWING,TREE,TREE,3181,1,,
1040,test,1,PORTRAY,SHOW,PICTURE,17567,2,,
1040,test,1,HONEYMOON,ROMANCE,TRAVEL,5389,2,,
1040,test,1,STERN,BOAT,,2558,2,,
1040,test,2,SALES,CLOTHES,GOOD,3758,2,,
1040,test,1,SAFARI,DESERT,,15278,2,,
1040,test,2,STAR,NIGHT,NIGHT,5053,1,,
1040,test,2,SINK,HOLE,BOAT,3118,2,,
1040,test,1,PRESCRIPTION,PILL,PILLS,3470,1,,change 2>1 bc plural
1040,test,2,ANNUAL,PICNIC,,3534,2,,
1040,test,2,NATURE,FOREST,NURTURE,6254,2,,
1040,test,1,CHUNK,BLOCK,,2206,2,,
1040,test,2,GRADUATE,CAP,STUDENT,5630,2,,
1040,test,2,FILTHY,DIRT,,11166,2,,
1040,test,1,LATIN,FRENCH,FRENCH,8125,1,,
1040,test,1,SIDE,ORDER,,2638,2,,
1040,test,2,BLOCKADE,WALL,,2942,2,,
1040,test,1,GLIDE,HANG,SWING,5246,2,,
1040,test,2,EVICT,APARTMENT,ANALYZE,4366,2,,
1040,test,1,LAUNDRY,SOAP,,2350,2,,
1040,test,1,DANCER,MUSIC,,4158,2,,
1040,test,2,BISCUIT,COOKIE,COOKIES,4222,1,,change 2>1 bc plural
1040,test,1,CANYON,MOUNTAIN,MOUNTAIN,5502,1,,
1040,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,6590,1,,
1040,test,1,DRACULA,SCARY,,4189,2,,
1040,test,2,THEOREM,GEOMETRY,,1886,2,,
1040,test,2,BATTERY,RADIO,PHONE,11582,2,,
1040,test,1,ELEVATOR,BUILDING,,6830,2,,
