participant,phase,condition,cue,target,response,rt,correct,Column1,Column2
1014,learn,1,MEASUREMENT,HEIGHT,INCH,4532,2,,change 3>2 bc full response
1014,test,2,SINK,HOLE, BOWL,4937,2,,
1014,test,2,ASSISTANCE,HELPER,COMPANY,7342,2,,
1014,test,1,WELL,DONE,BEING,2495,2,,
1014,test,2,FILTHY,DIRT,DIRT,3278,1,,
1014,test,1,ELEVATOR,BUILDING,UP,5854,2,,
1014,test,1,GLIDE,HANG,BOAT,4447,2,,
1014,test,2,FREEWAY,ROAD,FAST,4622,2,,
1014,test,1,INTRODUCE,PRESENT,PRESENT,4942,1,,
1014,test,1,SIDE,ORDER,NEXT,21247,2,,
1014,test,2,VISIT,LEAVE,MARRY,23199,2,,
1014,test,1,DRACULA,SCARY,SCARY,2863,1,,
1014,test,2,COOKOUT,HAMBURGER,HAMBUGER,9518,1,,change 2>1 bc typo
1014,test,1,SAIL,OCEAN,OCEAN,5358,1,,
1014,test,2,NOODLES,CHICKEN,CHICKEN,4590,1,,
1014,test,1,SAFARI,DESERT,AFRICA,6031,2,,
1014,test,1,EYES,COLOR,COLOR,2190,1,,
1014,test,1,LATIN,FRENCH,FRENCH,2190,1,,
1014,test,1,ROBIN,RED,RED,2174,1,,
1014,test,1,CHUNK,BLOCK,BOAT,16286,2,,
1014,test,2,CRITIC,ANALYZE,MOVIE,4782,2,,
1014,test,2,MODEL,CAR,STUDENT,3566,2,,
1014,test,2,VALLEY,LOW,LOW,1630,1,,
1014,test,1,COURAGEOUS,LION,LION,4078,1,,
1014,test,1,LAUNDRY,SOAP,SOAP,2222,1,,
1014,test,2,BATTERY,RADIO,RADIO,5358,1,,
1014,test,1,FUGITIVE,RUN,RUN,2942,1,,
1014,test,2,NATURE,FOREST,FOREST,1918,1,,
1014,test,1,PRESCRIPTION,PILL,PILL,2318,1,,
1014,test,1,CANYON,MOUNTAIN,VALLEY,9518,2,,
1014,test,2,EVICT,APARTMENT,APPARTMENT,20750,1,,change 2>1 bc typo
1014,test,1,TEA,LEAVES,LEAVES,3679,1,,
1014,test,1,PORTRAY,SHOW,SHOW,12063,1,,
1014,test,1,STERN,BOAT,LOOK,4687,2,,
1014,test,2,SALES,CLOTHES,BOAT,3791,2,,
1014,test,1,EMPIRE,STATE,CITY,23999,2,,
1014,test,2,THEOREM,GEOMETRY,PHYSICS,13695,2,,
1014,test,2,GRADUATE,CAP,CAP,1903,1,,
1014,test,2,STAR,NIGHT,UNIVERSE,3871,2,,
1014,test,2,LIE,STEAL,DETECTOR,2639,2,,
1014,test,1,DIAMETER,LENGTH,LENGTH,5551,1,,
1014,test,2,USURP,TAKE,KING,12815,2,,
1014,test,2,BLOCKADE,WALL,HIGHWAY,8927,2,,
1014,test,1,CRUNCH,NOISE,CHURCH,4879,2,,
1014,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,9519,1,,
1014,test,2,UNCOMMON,UNIQUE,WORD,5231,2,,
1014,test,2,BISCUIT,COOKIE,COOKIE,2143,1,,
1014,test,2,SOUTH,WEST,WEST,1903,1,,
1014,test,1,PARCEL,BOX,BOX,2607,1,,
1014,test,2,TASTY,TREAT,TREAT,2479,1,,
1014,test,2,HUT,ISLAND,ISLAND,4255,1,,
1014,test,1,ORDER,FORM,FOOD,4223,2,,
1014,test,1,CHIMNEY,BRICK,BRICK,3838,1,,
1014,test,1,HONEYMOON,ROMANCE,ROMANCE,2239,1,,
1014,test,2,ANCESTOR,FAMILY,DEAD,4111,2,,
1014,test,2,HOTEL,BED,CALIFORNIA,7087,2,,
1014,test,2,ENERGY,SUN,DRINK,2015,2,,
1014,test,1,SWING,TREE,RED,3391,2,,
1014,test,2,ANNUAL,PICNIC,PICNIC,8063,1,,
1014,test,1,MEASUREMENT,HEIGHT,LONG,4639,2,,
1014,test,1,DANCER,MUSIC,MUSIC,3375,1,,
1015,learn,1,WELL,DONE,water,3739,2,,
1015,learn,1,INTRODUCE,PRESENT,debut,3816,2,,
1015,learn,1,PORTRAY,SHOW,depict,3829,2,,
1015,learn,1,EMPIRE,STATE,dynasty,3065,2,,
1015,learn,1,DRACULA,SCARY,vampire,4376,2,,
1015,learn,1,CANYON,MOUNTAIN,gran,4790,2,,change 3>2 bc almost full response
1015,learn,1,EYES,COLOR,vision,3937,2,,
1015,learn,1,PARCEL,BOX,divvy,2872,2,,
1015,learn,1,COURAGEOUS,LION,brave,2623,2,,
1015,learn,1,ORDER,FORM,request,3179,2,,
1015,learn,1,CRUNCH,NOISE,hard,3136,2,,
1015,learn,1,DIAMETER,LENGTH,width,2664,2,,
1015,learn,1,STERN,BOAT,strict,2239,2,,
1015,learn,1,ELEVATOR,BUILDING,up,1932,2,,
1015,learn,1,DANCER,MUSIC,studio,3262,2,,
1015,learn,1,SAFARI,DESERT,website,2452,2,,
1015,learn,1,HONEYMOON,ROMANCE,vacation,3170,2,,
1015,learn,1,GLIDE,HANG,skate,3228,2,,
1015,learn,1,LATIN,FRENCH,america,2140,2,,
1015,learn,1,LAUNDRY,SOAP,machine,2757,2,,
1015,learn,1,PRESCRIPTION,PILL,glasses,3680,2,,
1015,learn,1,SWING,TREE,g,4044,3,,
1015,learn,1,FUGITIVE,RUN,robber,2759,2,,
1015,learn,1,MEASUREMENT,HEIGHT,inches,3438,2,,
1015,learn,1,TEA,LEAVES,bag,1722,2,,
1015,learn,1,SIDE,ORDER,walk,2124,2,,
1015,learn,1,CHIMNEY,BRICK,sweep,3262,2,,
1015,learn,1,SAIL,OCEAN,boat,1772,2,,
1015,learn,1,CHUNK,BLOCK,fat,3673,2,,
1015,learn,1,ROBIN,RED,bird,3482,2,,
1015,test,1,CHUNK,BLOCK,brick,9658,2,,
1015,test,2,EVICT,APARTMENT,leave,3373,2,,
1015,test,2,SOUTH,WEST,west,1886,1,,change 2>1 bc caps
1015,test,1,INTRODUCE,PRESENT,present,2429,1,,change 2>1 bc caps
1015,test,2,VISIT,LEAVE,see,2702,2,,
1015,test,2,FILTHY,DIRT,dirty,2510,2,,
1015,test,2,ANNUAL,PICNIC,early,4926,2,,
1015,test,1,PRESCRIPTION,PILL,pills,4014,1,,change 2>1 bc no caps and plural
1015,test,2,CRITIC,ANALYZE,advise,2526,2,,
1015,test,2,GRADUATE,CAP,gone,2749,2,,
1015,test,1,PARCEL,BOX,box,2542,1,,change 2>1 bc caps
1015,test,1,HONEYMOON,ROMANCE,romance,1774,1,,change 2>1 bc caps
1015,test,2,ANCESTOR,FAMILY,family,2030,1,,change 2>1 bc caps
1015,test,2,HUT,ISLAND,shack,2205,2,,
1015,test,2,THEOREM,GEOMETRY,prediction,3534,2,,
1015,test,2,ASSISTANCE,HELPER,help,2190,2,,
1015,test,1,DIAMETER,LENGTH,length,4254,1,,change 2>1 bc caps
1015,test,1,ORDER,FORM,side,1982,2,,
1015,test,2,MODEL,CAR,standard,4750,2,,
1015,test,1,TEA,LEAVES,leaves,1678,1,,change 2>1 bc caps
1015,test,2,STAR,NIGHT,born,4046,2,,
1015,test,2,USURP,TAKE,take,2110,1,,change 2>1 bc caps
1015,test,1,EMPIRE,STATE,state,1885,1,,change 2>1 bc caps
1015,test,2,FREEWAY,ROAD,road,2286,1,,change 2>1 bc caps
1015,test,1,STERN,BOAT,boat,1646,1,,change 2>1 bc caps
1015,test,1,GLIDE,HANG,hang,1694,1,,change 2>1 bc caps
1015,test,1,FUGITIVE,RUN,run,2062,1,,change 2>1 bc caps
1015,test,2,NITROGEN,CHEMISTRY,chemistry,3582,1,,change 2>1 bc caps
1015,test,1,COURAGEOUS,LION,lion,2014,1,,change 2>1 bc caps
1015,test,1,LAUNDRY,SOAP,soap,2030,1,,change 2>1 bc caps
1015,test,2,ENERGY,SUN,high,3838,2,,
1015,test,1,SWING,TREE,tree,1662,1,,change 2>1 bc caps
1015,test,2,UNCOMMON,UNIQUE,unique,2318,1,,change 2>1 bc caps
1015,test,1,MEASUREMENT,HEIGHT,height,3710,1,,change 2>1 bc caps
1015,test,1,SIDE,ORDER,order,6255,1,,change 2>1 bc caps
1015,test,1,PORTRAY,SHOW,show,3118,1,,change 2>1 bc caps
1015,test,2,SINK,HOLE,hole,3518,1,,change 2>1 bc caps
1015,test,1,SAFARI,DESERT,desert,5982,1,,change 2>1 bc caps
1015,test,1,DRACULA,SCARY,scary,2334,1,,change 2>1 bc caps
1015,test,2,COOKOUT,HAMBURGER,bbq,2238,2,,
1015,test,2,BATTERY,RADIO,ram,1902,2,,
1015,test,2,NATURE,FOREST,forest,5326,1,,change 2>1 bc caps
1015,test,2,BLOCKADE,WALL,wall,1598,1,,change 2>1 bc caps
1015,test,1,SAIL,OCEAN,ocean,3806,1,,change 2>1 bc caps
1015,test,2,VALLEY,LOW,grand,4158,2,,
1015,test,1,EYES,COLOR,vision,1918,2,,
1015,test,2,BISCUIT,COOKIE,cookie,1805,1,,change 2>1 bc caps
1015,test,2,LIE,STEAL,bad,2111,2,,
1015,test,1,CHIMNEY,BRICK,brick,2654,1,,change 2>1 bc caps
1015,test,1,ROBIN,RED,red,4111,1,,change 2>1 bc caps
1015,test,1,WELL,DONE,done,1629,1,,change 2>1 bc caps
1015,test,2,TASTY,TREAT,yummy,2510,2,,
1015,test,1,ELEVATOR,BUILDING,building,6254,1,,change 2>1 bc caps
1015,test,1,DANCER,MUSIC,music,5455,1,,change 2>1 bc caps
1015,test,1,LATIN,FRENCH,music,9646,2,,
1015,test,1,CANYON,MOUNTAIN,mountain,2910,1,,change 2>1 bc caps
1015,test,1,CRUNCH,NOISE,noise,2782,1,,change 2>1 bc caps
1015,test,2,HOTEL,BED,bed,1693,1,,change 2>1 bc caps
1015,test,2,NOODLES,CHICKEN,chicken,2174,1,,change 2>1 bc caps
1015,test,2,SALES,CLOTHES,house,5214,2,,
1016,learn,1,SAIL,OCEAN,SEA,3641,2,,change 3>2 bc full response
1016,learn,1,STERN,BOAT,NYU,4973,2,,change 3>2 bc full response
1016,learn,1,HONEYMOON,ROMANCE,SWEET,3985,2,,change 3>2 bc full response
1016,learn,1,DANCER,MUSIC,COOL,2441,2,,change 3>2 bc full response
1016,learn,1,LATIN,FRENCH,AERMICAN,2560,2,,change 3>2 bc full response
1016,learn,1,DIAMETER,LENGTH,CIRCLE,3787,2,,change 3>2 bc full response
1016,learn,1,CANYON,MOUNTAIN,MOUNTAIN,4659,1,,change 3>1 bc full response
1016,learn,1,WELL,DONE,DONE,2418,1,,change 3>1 bc full response
1016,learn,1,CHUNK,BLOCK,CAR,2601,2,,change 3>2 bc full response
1016,learn,1,FUGITIVE,RUN,LANG,4936,3,,
1016,learn,1,CRUNCH,NOISE,BLOCK,4226,2,,change 3>2 bc full response
1016,learn,1,ROBIN,RED,SON,2092,2,,change 3>2 bc full response
1016,learn,1,PARCEL,BOX,,5000,3,,
1016,learn,1,SWING,TREE,FLY,2421,2,,change 3>2 bc full response
1016,learn,1,ORDER,FORM,REGULA,4970,2,,change 3>2 bc full response
1016,learn,1,MEASUREMENT,HEIGHT,,5000,3,,
1016,learn,1,SIDE,ORDER,HIGHET,4809,3,,
1016,learn,1,TEA,LEAVES,CAFE,2488,2,,change 3>2 bc full response
1016,learn,1,GLIDE,HANG,SLIDE,3033,2,,change 3>2 bc full response
1016,learn,1,ELEVATOR,BUILDING,LIFT,2412,2,,change 3>2 bc full response
1016,learn,1,SAFARI,DESERT,GOOGLE,2992,2,,change 3>2 bc full response
1016,learn,1,COURAGEOUS,LION,FEAR,4733,2,,change 3>2 bc full response
1016,learn,1,LAUNDRY,SOAP,CLOTHERS,3468,2,,change 3>2 bc typo
1016,learn,1,EYES,COLOR,GLASSES,3539,2,,change 3>2 bc full response
1016,learn,1,EMPIRE,STATE,KING,2723,2,,change 3>2 bc full response
1016,learn,1,INTRODUCE,PRESENT,YOURSELF,3884,2,,change 3>2 bc full response
1016,learn,1,PORTRAY,SHOW,SCULOTURE,3921,2,,change 3>2 bc full response
1016,learn,1,PRESCRIPTION,PILL,DURG,2359,2,,change 3>2 bc full response
1016,learn,1,DRACULA,SCARY,NO,3492,3,,
1016,learn,1,CHIMNEY,BRICK,SMOKE,2805,2,,change 3>2 bc full response
1016,test,1,SIDE,ORDER, LENGTH,25754,2,,
1016,test,1,CHUNK,BLOCK,BLOCK,4734,1,,
1016,test,1,ROBIN,RED,SEA,8639,2,,
1016,test,2,ANNUAL,PICNIC,FESTIVAL,25358,2,,
1016,test,1,WELL,DONE,DONE,2494,1,,
1016,test,1,STERN,BOAT,DESERT,9119,2,,
1016,test,1,DANCER,MUSIC,MUSIC,3326,1,,
1016,test,2,THEOREM,GEOMETRY,GEOMETRY,5118,1,,
1016,test,1,CHIMNEY,BRICK,BRICK,3582,1,,
1016,test,1,GLIDE,HANG,CUT,11247,2,,
1016,test,1,LATIN,FRENCH,FRENCH,3647,1,,
1016,test,1,TEA,LEAVES,LEVEAS,13887,1,,change 2>1 bc typo
1016,test,2,HOTEL,BED,BED,2671,1,,
1016,test,2,USURP,TAKE,DRINK,19263,2,,
1016,test,2,GRADUATE,CAP,CAP,4687,1,,
1016,test,1,CANYON,MOUNTAIN,MOUNTAIN,3487,1,,
1016,test,2,EVICT,APARTMENT,NO,23374,2,,
1016,test,2,CRITIC,ANALYZE,ANALYZE,4190,1,,
1016,test,2,ASSISTANCE,HELPER,HELPER,3294,1,,
1016,test,2,LIE,STEAL,TRUTH,21327,2,,
1016,test,1,COURAGEOUS,LION,LION,4255,1,,
1016,test,2,MODEL,CAR,CAR,2734,1,,
1016,test,2,BLOCKADE,WALL,BUILDING,13631,2,,
1016,test,1,PRESCRIPTION,PILL,PILL,3391,1,,
1016,test,1,ORDER,FORM,SIDE,10863,2,,
1016,test,2,COOKOUT,HAMBURGER,KITCHEN,6463,2,,
1016,test,2,BATTERY,RADIO,ENGINE,9470,2,,
1016,test,1,INTRODUCE,PRESENT,PRESENT,6606,1,,
1016,test,2,STAR,NIGHT,NIGHT,2990,1,,
1016,test,1,EYES,COLOR,MOUTHS,7678,2,,
1016,test,2,ANCESTOR,FAMILY,FAMILY,2798,1,,
1016,test,2,SOUTH,WEST,WEST,1886,1,,
1016,test,1,PORTRAY,SHOW,SHOW,15422,1,,
1016,test,2,NATURE,FOREST,GROWTH,12559,2,,
1016,test,1,SAIL,OCEAN,OCEAN,12287,1,,
1016,test,1,HONEYMOON,ROMANCE,ROMANCE,8751,1,,
1016,test,2,SINK,HOLE,HOLE,2911,1,,
1016,test,1,FUGITIVE,RUN,NO,20639,2,,
1016,test,2,BISCUIT,COOKIE,COOKIE,4559,1,,
1016,test,1,DRACULA,SCARY,NO,10158,2,,
1016,test,1,CRUNCH,NOISE,RUN,14671,2,,
1016,test,1,ELEVATOR,BUILDING,BUILDING,4911,1,,
1016,test,2,VISIT,LEAVE,TOUR,8910,2,,
1016,test,1,EMPIRE,STATE,STATE,2126,1,,
1016,test,2,SALES,CLOTHES,SHOP,26414,2,,
1016,test,2,VALLEY,LOW,LOW,2655,1,,
1016,test,1,LAUNDRY,SOAP,SOAP,2911,1,,
1016,test,2,FILTHY,DIRT,RUN,12863,2,,
1016,test,2,FREEWAY,ROAD,ROAD,3663,1,,
1016,test,2,UNCOMMON,UNIQUE,UNIQUE,3599,1,,
1016,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,3567,1,,
1016,test,2,NOODLES,CHICKEN,CHICKEN,9182,1,,
1016,test,1,SWING,TREE,TREE,3870,1,,
1016,test,1,PARCEL,BOX,NO,9022,2,,
1016,test,1,DIAMETER,LENGTH,LENGTH,3998,1,,
1016,test,1,MEASUREMENT,HEIGHT,HEIGHT,7758,1,,
1016,test,2,TASTY,TREAT,TREAT,13871,1,,
1016,test,2,ENERGY,SUN,SUN,2431,1,,
1016,test,2,HUT,ISLAND,FARM,12879,2,,
1016,test,1,SAFARI,DESERT,DESERT,4463,1,,
1017,learn,1,WELL,DONE,,5000,3,,
1017,learn,1,DANCER,MUSIC,,5000,3,,
1017,learn,1,INTRODUCE,PRESENT,me,2694,2,,
1017,learn,1,ORDER,FORM,,4600,3,,
1017,learn,1,GLIDE,HANG,line,4803,2,,change 3>2 bc full response
1017,learn,1,CHUNK,BLOCK,chunk,3670,2,,
1017,learn,1,FUGITIVE,RUN,,5000,3,,
1017,learn,1,CHIMNEY,BRICK,bar,3625,2,,
1017,learn,1,PRESCRIPTION,PILL,,5000,3,,
1017,learn,1,COURAGEOUS,LION,cous,4852,3,,
1017,learn,1,ELEVATOR,BUILDING,up,2770,2,,
1017,learn,1,DRACULA,SCARY,d,4979,3,,
1017,learn,1,CANYON,MOUNTAIN,high,4084,2,,
1017,learn,1,HONEYMOON,ROMANCE,h,3928,3,,
1017,learn,1,LATIN,FRENCH,b,4473,3,,
1017,learn,1,CRUNCH,NOISE,run,4405,2,,change 3>2 bc full response
1017,learn,1,EYES,COLOR,noses,4131,2,,
1017,learn,1,ROBIN,RED,coursge,4563,2,,
1017,learn,1,EMPIRE,STATE,clro,4440,3,,
1017,learn,1,SWING,TREE,child,3449,2,,
1017,learn,1,PARCEL,BOX,ca,4970,3,,
1017,learn,1,TEA,LEAVES,cup,2712,2,,
1017,learn,1,STERN,BOAT,rock,4117,2,,
1017,learn,1,SAFARI,DESERT,,5000,3,,
1017,learn,1,MEASUREMENT,HEIGHT,ch,3787,3,,
1017,learn,1,SAIL,OCEAN,boat,3209,2,,
1017,learn,1,LAUNDRY,SOAP,clean,3520,2,,
1017,learn,1,PORTRAY,SHOW,,5000,3,,
1017,learn,1,SIDE,ORDER,walk,3461,2,,
1017,learn,1,DIAMETER,LENGTH,li,4872,3,,
1017,test,2,EVICT,APARTMENT, apartment,11244,1,,change 2>1 bc no caps and space before
1017,test,1,SAFARI,DESERT,desert,6045,1,,change 2>1 bc caps
1017,test,1,MEASUREMENT,HEIGHT,line,8301,2,,
1017,test,2,BISCUIT,COOKIE,COOKIE,26878,1,,
1017,test,2,SOUTH,WEST,WEST,3518,1,,
1017,test,1,PORTRAY,SHOW,F,13646,2,,
1017,test,2,THEOREM,GEOMETRY,GEOGRAPHY,11070,2,,
1017,test,2,ENERGY,SUN,SUN,2926,1,,
1017,test,2,NOODLES,CHICKEN,CHIKEN,29645,1,,change 2>1 bc typo
1017,test,2,MODEL,CAR,F,23278,2,,
1017,test,1,STERN,BOAT,BOAT,5774,1,,
1017,test,2,SINK,HOLE,HOLE,3406,1,,
1017,test,2,UNCOMMON,UNIQUE,UNIQUE,4526,1,,
1017,test,2,LIE,STEAL,STEAL,4030,1,,
1017,test,1,WELL,DONE,DONE,4558,1,,
1017,test,1,CHUNK,BLOCK,F,8062,2,,
1017,test,1,EMPIRE,STATE,STATE,2942,1,,
1017,test,1,TEA,LEAVES,LEAVES,3662,1,,
1017,test,1,INTRODUCE,PRESENT,PRESENT,9646,1,,
1017,test,2,NITROGEN,CHEMISTRY,CHEMICAL,6574,2,,
1017,test,2,TASTY,TREAT,TREAT,3006,1,,
1017,test,1,COURAGEOUS,LION,LION,3070,1,,
1017,test,2,ANCESTOR,FAMILY,FAMILY,3470,1,,
1017,test,1,LATIN,FRENCH,FRENCH,4206,1,,
1017,test,1,ORDER,FORM,SIDE,6349,2,,
1017,test,1,SAIL,OCEAN,OCEAN,5581,1,,
1017,test,1,HONEYMOON,ROMANCE,ROMANCE,5293,1,,
1017,test,2,GRADUATE,CAP,CAP,3389,1,,
1017,test,1,PRESCRIPTION,PILL,F,10350,2,,
1017,test,2,ASSISTANCE,HELPER,HELPER,3757,1,,
1017,test,2,BATTERY,RADIO,CHARGE,5102,2,,
1017,test,1,DRACULA,SCARY,SCARY,9694,1,,
1017,test,1,EYES,COLOR,COLOR,3438,1,,
1017,test,2,USURP,TAKE,LINE,9326,2,,
1017,test,1,ROBIN,RED,RED,2430,1,,
1017,test,1,CHIMNEY,BRICK,BRICK,10654,1,,
1017,test,1,ELEVATOR,BUILDING,APARTMENT,9966,2,,
1017,test,2,NATURE,FOREST,F,15661,2,,
1017,test,1,LAUNDRY,SOAP,SOAP,4014,1,,
1017,test,1,CRUNCH,NOISE,BRICK,7966,2,,
1017,test,2,HOTEL,BED,ROOM,8542,2,,
1017,test,2,VALLEY,LOW,LOW,2334,1,,
1017,test,2,FREEWAY,ROAD,RIDE,5006,2,,
1017,test,2,STAR,NIGHT,MOON,7070,2,,
1017,test,1,GLIDE,HANG,LINE,5486,2,,
1017,test,2,CRITIC,ANALYZE,ANYLZE,10046,1,,change 2>1 bc typo
1017,test,1,SWING,TREE,TREE,5118,1,,
1017,test,2,FILTHY,DIRT,DIRT,3038,1,,
1017,test,1,CANYON,MOUNTAIN,MUNTIAN,6319,1,,change 2>1 bc typo
1017,test,2,COOKOUT,HAMBURGER,CHICKEN,9886,2,,
1017,test,2,VISIT,LEAVE,LEAVE,9070,1,,
1017,test,2,HUT,ISLAND,F,3006,2,,
1017,test,1,FUGITIVE,RUN,F,4286,2,,
1017,test,2,BLOCKADE,WALL,BRICK,6462,2,,
1017,test,2,SALES,CLOTHES,CLOTHES,7118,1,,
1017,test,1,DIAMETER,LENGTH,LENGTH,5790,1,,
1017,test,1,SIDE,ORDER,ORDER,4221,1,,
1017,test,1,DANCER,MUSIC,SINGER,4158,2,,
1017,test,1,PARCEL,BOX,F,5086,2,,
1017,test,2,ANNUAL,PICNIC,PANDAMIC,13966,2,,
1018,learn,1,ORDER,FORM,,5000,3,,
1018,learn,1,SWING,TREE,TIRE,4932,2,,
1018,learn,1,ELEVATOR,BUILDING,BUILDIN,4908,1,,change 3>1 bc almost correct response (likely retrieved)
1018,learn,1,SIDE,ORDER,PLAY,3638,2,,
1018,learn,1,LATIN,FRENCH,LANGUAGE,3317,2,,
1018,learn,1,PARCEL,BOX,MARKET,4289,2,,
1018,learn,1,PORTRAY,SHOW,SHOW,3189,1,,
1018,learn,1,STERN,BOAT,ANGER,3057,2,,
1018,learn,1,SAFARI,DESERT,TRIP,3006,2,,
1018,learn,1,DIAMETER,LENGTH,TRI,4835,3,,
1018,learn,1,PRESCRIPTION,PILL,DOCTOR,3587,2,,
1018,learn,1,LAUNDRY,SOAP,SUNDAY,3602,2,,
1018,learn,1,SAIL,OCEAN,W,4906,3,,
1018,learn,1,MEASUREMENT,HEIGHT,INCHES,2971,2,,
1018,learn,1,DRACULA,SCARY,VAMPIRE,2926,2,,
1018,learn,1,GLIDE,HANG,SURF,3264,2,,
1018,learn,1,HONEYMOON,ROMANCE,MARRAIGE,3471,2,,
1018,learn,1,CANYON,MOUNTAIN,GRAND,3108,2,,
1018,learn,1,COURAGEOUS,LION,BRAVE,3112,2,,
1018,learn,1,WELL,DONE,,5000,3,,
1018,learn,1,CHIMNEY,BRICK,HOUSE,2857,2,,
1018,learn,1,INTRODUCE,PRESENT,MEET,2441,2,,
1018,learn,1,FUGITIVE,RUN,RUNAWAY,3336,2,,
1018,learn,1,EYES,COLOR,LOOK,2114,2,,
1018,learn,1,CRUNCH,NOISE,MUNCH,2887,2,,
1018,learn,1,EMPIRE,STATE,KINGDOM,3265,2,,
1018,learn,1,ROBIN,RED,BIRD,3949,2,,
1018,learn,1,CHUNK,BLOCK,B,4905,3,,
1018,learn,1,TEA,LEAVES,TIME,2334,2,,
1018,learn,1,DANCER,MUSIC,DANCE,3694,2,,
1018,test,2,FILTHY,DIRT, DIRT,3891,1,,change 2>1 bc space infront of correct
1018,test,1,SAFARI,DESERT,DESERT,4253,1,,
1018,test,1,EYES,COLOR,COLOR,1838,1,,
1018,test,2,SINK,HOLE,DOWN,5006,2,,
1018,test,2,HOTEL,BED,BED,1726,1,,
1018,test,1,TEA,LEAVES,LEAVES,2638,1,,
1018,test,2,USURP,TAKE,THROW,2622,2,,
1018,test,2,COOKOUT,HAMBURGER,FOOD,4926,2,,
1018,test,1,CHIMNEY,BRICK,BRICK,2414,1,,
1018,test,1,GLIDE,HANG,FLOAT,9902,2,,
1018,test,1,ROBIN,RED,RED,2318,1,,
1018,test,1,SAIL,OCEAN,OCEAN,4206,1,,
1018,test,1,SIDE,ORDER,DISH,3374,2,,
1018,test,1,DRACULA,SCARY,SCARY,3598,1,,
1018,test,2,EVICT,APARTMENT,APARTMENT,2638,1,,
1018,test,2,CRITIC,ANALYZE,ANALYZE,2718,1,,
1018,test,2,THEOREM,GEOMETRY,GEOMETRY,6478,1,,
1018,test,1,HONEYMOON,ROMANCE,ROMANCE,3806,1,,
1018,test,1,INTRODUCE,PRESENT,PRESENT,5198,1,,
1018,test,2,SOUTH,WEST,EAST,4894,2,,
1018,test,1,EMPIRE,STATE,IDK,9310,2,,
1018,test,2,NOODLES,CHICKEN,IDK,7726,2,,
1018,test,2,VISIT,LEAVE,MEET,5134,2,,
1018,test,1,CRUNCH,NOISE,NOISE,2590,1,,
1018,test,1,FUGITIVE,RUN,RUN,1821,1,,
1018,test,2,BATTERY,RADIO,CAR,3774,2,,
1018,test,1,MEASUREMENT,HEIGHT,HEIGHT,3246,1,,
1018,test,2,MODEL,CAR,CAR,3646,1,,
1018,test,2,ENERGY,SUN,SUN,4398,1,,
1018,test,1,CHUNK,BLOCK,BITE,7310,2,,
1018,test,2,HUT,ISLAND,ISLAND,2990,1,,
1018,test,1,COURAGEOUS,LION,LION,1966,1,,
1018,test,1,ELEVATOR,BUILDING,BUILDING,3423,1,,
1018,test,1,LATIN,FRENCH,FRENCH,2445,1,,
1018,test,2,FREEWAY,ROAD,ROAD,1918,1,,
1018,test,2,ANCESTOR,FAMILY,RELATIVE,3294,2,,
1018,test,1,ORDER,FORM,SIDE,5231,2,,
1018,test,2,VALLEY,LOW,LOW,1823,1,,
1018,test,1,PORTRAY,SHOW,SHOW,2237,1,,
1018,test,1,SWING,TREE,SET,4158,2,,
1018,test,2,STAR,NIGHT,NIGHT,2078,1,,
1018,test,1,WELL,DONE,DONE,7423,1,,
1018,test,1,CANYON,MOUNTAIN,MOUNTAIN,11646,1,,
1018,test,1,PRESCRIPTION,PILL,DOCTOR,2750,2,,
1018,test,1,STERN,BOAT,ANGER,10381,2,,
1018,test,1,LAUNDRY,SOAP,CLOTHES,5069,2,,
1018,test,1,PARCEL,BOX,BOX,7710,1,,
1018,test,2,ASSISTANCE,HELPER,HELPER,3886,1,,
1018,test,2,GRADUATE,CAP,CAP,2126,1,,
1018,test,1,DANCER,MUSIC,MUSIC,2413,1,,
1018,test,2,BLOCKADE,WALL,WALL,2014,1,,
1018,test,2,BISCUIT,COOKIE,FOOD,5454,2,,
1018,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,3550,1,,
1018,test,1,DIAMETER,LENGTH,LENGTH,2462,1,,
1018,test,2,LIE,STEAL,STEAL,3150,1,,
1018,test,2,TASTY,TREAT,TREAT,3518,1,,
1018,test,2,UNCOMMON,UNIQUE,UNIQUE,6174,1,,
1018,test,2,ANNUAL,PICNIC,YEAR,7598,2,,
1018,test,2,SALES,CLOTHES,CLOTHES,3853,1,,
1018,test,2,NATURE,FOREST,FOREST,2174,1,,
1019,learn,1,TEA,LEAVES,HOT,4736,2,,change 3>2 bc full response
1019,learn,1,PORTRAY,SHOW,PL,4640,3,,
1019,learn,1,SAFARI,DESERT,GOOGLE,2968,2,,
1019,learn,1,DRACULA,SCARY,D,4493,3,,
1019,learn,1,COURAGEOUS,LION,KIND,2819,2,,
1019,learn,1,PRESCRIPTION,PILL,GLASSES,4955,2,,
1019,learn,1,FUGITIVE,RUN,CHILD,4203,2,,
1019,learn,1,EYES,COLOR,FACE,3227,2,,
1019,learn,1,LATIN,FRENCH,LANGUAGE,3571,2,,
1019,learn,1,PARCEL,BOX,PART,3820,2,,
1019,learn,1,INTRODUCE,PRESENT,MEET,2548,2,,
1019,learn,1,SWING,TREE,PLAY,2841,2,,
1019,learn,1,SAIL,OCEAN,OCEAN,4047,1,,
